rank,reward,equations,equations_with_constants
5286,0.7247476251308637,B0*i ; B1*r + i**2*r + i*r**2 + r**2,0.0280426348288426*i ; i**2*r + i*r**2 + r**2 + 0.0609310885841608*r
5287,0.724362960964598,s*sqrt(Abs(B0 + sqrt(Abs(i)))) ; B1*sqrt(Abs(i)),s*sqrt(Abs(sqrt(Abs(i)) - 0.28290269076213)) ; 0.417212501763165*sqrt(Abs(i))
5288,0.7234369788844667,B0*s + B1*s*sqrt(Abs(i)) - s**2 ; i,-s**2 - 1.38244788541166*s*sqrt(Abs(i)) + 1.23185618388103*s ; i
5289,0.7211042728107228,B0*i + 3*i**2 - i*s ; r,3*i**2 - i*s - 0.206954997353276*i ; r
5290,0.7199824629299033,i**2*Abs(s)**(3/2) ; r + sqrt(Abs(r)),i**2*Abs(s)**(3/2) ; r + sqrt(Abs(r))
5291,0.7192668730744328,B0*i*s + 2*i*s**3 ; B1*sqrt(Abs(r)),2*i*s**3 - 1.35591241622251*i*s ; 94.2017463611175*sqrt(Abs(r))
5292,0.7179473215780119,i ; B0 + B1*i + B2*r,i ; 230.140953593722*i - 222.249804948649*r - 4.59263074209494
5293,0.716266784923232,s - sqrt(Abs(i)) ; r,s - sqrt(Abs(i)) ; r
5294,0.716266784923232,s - sqrt(Abs(i)) ; i*r,s - sqrt(Abs(i)) ; i*r
5295,0.7135075444048852,B0*i + i**2 ; i + sqrt(Abs(i - sqrt(Abs(B1 + B2*i)))),i**2 + 1.05517264343655*i ; i + sqrt(Abs(i - sqrt(Abs(0.851688135800489*i + 0.916780091267342))))
5296,0.7127995007391497,-i**2 + 2*i*s ; i,-i**2 + 2*i*s ; i
5297,0.7118872556470941,B0 - i + sqrt(Abs(i)) ; B1*i*r + i**2*r**2 - 2*i*r**2,-i + sqrt(Abs(i)) - 0.122590027436136 ; i**2*r**2 - 2*i*r**2 + 0.0867086096887959*i*r
5298,0.7108569295284818,B0*i*s + i**3*s + i**2*s**2 ; sqrt(Abs(B1*r - i*r)),i**3*s + i**2*s**2 + 0.192578707553714*i*s ; sqrt(Abs(i*r - 0.0300671899875282*r))
5299,0.7108569295277993,B0*i*s + i**3*s + i**2*s**2 ; B1*sqrt(Abs(r)),i**3*s + i**2*s**2 + 0.192578876532228*i*s ; 1.35974081328557*sqrt(Abs(r))
5300,0.7107897507778593,2*i*s**2 ; B0 + i - sqrt(Abs(i)),2*i*s**2 ; i - sqrt(Abs(i)) + 0.159159579354178
5301,0.7103251474035991,B0*i ; B1*r + 2*i*r**2 + r**3,0.0280427479266862*i ; 2*i*r**2 + r**3 + 2.31461622064307*r
5302,0.7102928110859337,2*i**2*s + i*s**2 - i*s ; B0*i**2 + B1*i*r**3,2*i**2*s + i*s**2 - i*s ; 0.145594254220913*i**2 + 4765.57533036644*i*r**3
5303,0.7100390055742596,B0*s**2 - i*s**2 - i*s + s**3 ; i*r + i*Abs(r)**(1/4),-i*s**2 - i*s + s**3 - 0.804219930363346*s**2 ; i*r + i*Abs(r)**(1/4)
5304,0.710012021846628,s*Abs(i)**(5/4) ; r,s*Abs(i)**(5/4) ; r
5305,0.7097680821357031,s*Abs(i)**(3/8) ; B0 + B1*i + B2*r,s*Abs(i)**(3/8) ; 0.028351488398703*i - 0.260516197931352*r + 0.239730512809544
5306,0.709542459896236,B0 - i*s + 2*i - s ; B1 + i - sqrt(Abs(i)),-i*s + 2*i - s + 2.9603391500643 ; i - sqrt(Abs(i)) + 6.49990108385008
5307,0.708982688908738,B0*i**2 + 2*i**2*s**2 ; sqrt(Abs(B1*i*r - r)),2*i**2*s**2 - 1.32088528983949*i**2 ; sqrt(Abs(0.00791480106241067*i*r - r))
5308,0.7069584253103081,i*s ; Abs(i)**(9/4),i*s ; Abs(i)**(9/4)
5309,0.7069453119798913,2*i**3*s - i**2*s ; r,2*i**3*s - i**2*s ; r
5310,0.7052010588561354,B0*i + i**2 + i*sqrt(Abs(s)) ; i + sqrt(Abs(B1 + B2*i + r)),i**2 + i*sqrt(Abs(s)) + 0.567589622732662*i ; i + sqrt(Abs(0.997926413980973*i - r + 5.36037682604037))
5311,0.703709851097792,B0*i + s ; i,-1.10854120733049*i + s ; i
5312,0.7032218960923113,B0*i ; sqrt(Abs(B1*r**3 + B2*r**2 + r**4)),0.0280446904855227*i ; sqrt(Abs(r**4 + 0.02792006897827*r**3 + 0.140285982762521*r**2))
5313,0.702955341852491,s*Abs(i)**(3/8) ; B0 + B1*r + B1*sqrt(Abs(i)),s*Abs(i)**(3/8) ; -0.240486863373047*r - 0.240486863373047*sqrt(Abs(i)) + 0.261532928478978
5314,0.7023931724272797,i**3 - 2*i**2*s + i*s**2 ; i,i**3 - 2*i**2*s + i*s**2 ; i
5315,0.7004895316394626,s**2*Abs(i)**(1/4) ; B0 + B1*r,s**2*Abs(i)**(1/4) ; 0.375874231226083 - 0.591331535409738*r
5316,0.6992991235020626,B0*s + i*s ; i*r - 3*r**2,i*s - 0.0199935198826307*s ; i*r - 3*r**2
5317,0.6989635241097771,s*sqrt(Abs(B0*sqrt(Abs(s)) - Abs(s)**(3/2))) ; B1 + B2*sqrt(Abs(i)),s*sqrt(Abs(Abs(s)**(3/2) - 8.2887237168951*sqrt(Abs(s)))) ; 9.93960806048093*sqrt(Abs(i)) + 0.000347365488887324
5318,0.6976408501304784,B0*s + i*s + 2*s**2 ; i - sqrt(Abs(i)),i*s + 2*s**2 - 2.0891599291738*s ; i - sqrt(Abs(i))
5319,0.6975535115439955,B0*i*s + i**2*s**2 + i**2*s ; r,i**2*s**2 + i**2*s + 0.125867950665345*i*s ; r
5320,0.6974393209070097,B0*s**3 + 2*i*s**3 ; r,2*i*s**3 - 0.0399999260261129*s**3 ; r
5321,0.6960148796550768,B0 + i*s ; B1*r**2 + i*r**2 + r**3,i*s - 0.0195923585091931 ; i*r**2 + r**3 + 0.00195053238072608*r**2
5322,0.6951771729202565,s*sqrt(Abs(B0*i*s + i**2*s)) ; i*r,s*sqrt(Abs(i**2*s - 0.0200000000097389*i*s)) ; i*r
5323,0.6950342574178079,s*sqrt(Abs(B0*i*s + i**2*s)) ; i**2*r**2,s*sqrt(Abs(i**2*s - 0.0200000000162605*i*s)) ; i**2*r**2
5324,0.6949034562590498,s*sqrt(Abs(B0*s + i*s - s**2)) ; B1 + B2*i - r,s*sqrt(Abs(i*s - s**2 + 5.92379614891343*s)) ; -1.05814098848276*i - r - 0.105080442678898
5325,0.6945238360063289,s**3*sqrt(Abs(i)) ; r,s**3*sqrt(Abs(i)) ; r
5326,0.6942758742094827,B0*i**3 + i**4 - i**3*s ; r,i**4 - i**3*s + 14.4487183504249*i**3 ; r
5327,0.693960904778078,s*sqrt(Abs(B0*i*s + i**2*s)) ; r,s*sqrt(Abs(i**2*s - 0.0199999994780476*i*s)) ; r
5328,0.693580282441517,B0*i**2 + B1*i**3 + i**2*s - i*s ; i*r,15796.6298392106*i**3 + i**2*s - 268.623030585838*i**2 - i*s ; i*r
5329,0.6919772914257482,s*sqrt(Abs(-B0 + i + sqrt(Abs(s)))) ; r,s*sqrt(Abs(i + sqrt(Abs(s)) - 1.12686255073959)) ; r
5330,0.6906873722341402,s*sqrt(Abs(i))*Abs(i + 2*s)**(1/4) ; B0 + B1*sqrt(Abs(i)),s*sqrt(Abs(i))*Abs(i + 2*s)**(1/4) ; 0.165660308536436 - 0.0482197355032928*sqrt(Abs(i))
5331,0.6896319324460248,s*Abs(B0*i + i*s)**(1/4) ; B1 + i,s*Abs(i*s - 0.864377703482448*i)**(1/4) ; i + 0.135823908183603
5332,0.689067225913648,i*s + s**2 - s*sqrt(Abs(i)) - Abs(i)**(3/2) ; B0 + B1*i**2 + i*r,i*s + s**2 - s*sqrt(Abs(i)) - Abs(i)**(3/2) ; 0.0385894783399528*i**2 + i*r + 0.00107756403084538
5333,0.686891529829365,B0 - i + sqrt(Abs(i))*sqrt(Abs(s)) ; i,-i + sqrt(Abs(i))*sqrt(Abs(s)) - 8.88208335265182e-8 ; i
5334,0.686259767131331,-i*s - i + s ; B0 + i - sqrt(Abs(i)),-i*s - i + s ; i - sqrt(Abs(i)) + 0.287604008683924
5335,0.684193604704778,B0 + Abs(i)**(1/4) ; i,Abs(i)**(1/4) - 0.486683805880505 ; i
5336,0.6840625745391912,s**2*sqrt(Abs(B0 + i)) ; 2*r,s**2*sqrt(Abs(i - 0.115244632739936)) ; 2*r
5337,0.6840618985112007,s**2*sqrt(Abs(B0 + s)) ; B1 - r,s**2*sqrt(Abs(s - 0.88475536772635)) ; 0.0416563204627154 - r
5338,0.6840585015822459,s**2*sqrt(Abs(B0 - s)) ; B1 + sqrt(2)*sqrt(Abs(i)),s**2*sqrt(Abs(s - 0.884755361015954)) ; sqrt(2)*sqrt(Abs(i)) + 0.0130545282743465
5339,0.6829172834938927,s*sqrt(Abs(B0*s**2 + i*s**2)) ; i**3,s*sqrt(Abs(i*s**2 - 0.278144977340654*s**2)) ; i**3
5340,0.6813551301012876,s**2*sqrt(Abs(B0 - s)) ; r,s**2*sqrt(Abs(s - 0.703008868393788)) ; r
5341,0.6782589190439323,i*s**3 + s**2*Abs(i)**(3/2) ; r,i*s**3 + s**2*Abs(i)**(3/2) ; r
5342,0.677397535798267,i**2*s ; r,i**2*s ; r
5343,0.677397535798267,i**2*s ; B0 + r,i**2*s ; r
5344,0.676461221338406,i*Abs(s)**(9/8) ; B1*sqrt(Abs(B0*r**2 - i)),i*Abs(s)**(9/8) ; 0.0484564500814851*sqrt(Abs(i + 0.0191614433071297*r**2))
5345,0.6752877944246358,s*sqrt(Abs(i)) ; B0 - r,s*sqrt(Abs(i)) ; 0.45037367931237 - r
5346,0.6749461960884336,B0*i*s + 2*i**2*s**2 ; sqrt(Abs(B1*r - i)),2*i**2*s**2 + 0.0361653355925089*i*s ; sqrt(Abs(i + 0.570257440691277*r))
5347,0.6714295904965946,B0*sqrt(Abs(i)) - 2*s*sqrt(Abs(i)) + s ; i,-2*s*sqrt(Abs(i)) + s + 0.00434649230950566*sqrt(Abs(i)) ; i
5348,0.6695300949143537,s**2*Abs(i)**(1/4) ; B0 + B1*r + B2*r**2,s**2*Abs(i)**(1/4) ; 0.249931937861259*r**2 - 0.70378086725102*r + 0.370928754040783
5349,0.6661503363460182,sqrt(Abs(B0*sqrt(Abs(i)) + 2*i)) ; B1 + r**2*sqrt(Abs(B2 - i)),sqrt(Abs(2*i + 20.0000112078368*sqrt(Abs(i)))) ; r**2*sqrt(Abs(i - 0.202191067404935)) + 261.435187237206
5350,0.6641057117902451,B0*i**3 ; B1 + r,2.11112161124764e-8*i**3 ; r + 233.423123102503
5351,0.6634548194175565,-i*s - i + s ; B0 - sqrt(Abs(r)),-i*s - i + s ; 0.235732268076934 - sqrt(Abs(r))
5352,0.6634198324120854,sqrt(Abs(B0 - Abs(i)**(1/4))) ; B1*Abs(i - sqrt(Abs(i))*sqrt(Abs(r)))**(1/4),sqrt(Abs(Abs(i)**(1/4) - 3.16217305541315)) ; 707.504254060368*Abs(i - sqrt(Abs(i))*sqrt(Abs(r)))**(1/4)
5353,0.6621135015693347,sqrt(Abs(i))*Abs(s)**(3/2)*Abs(B0 + i)**(1/4) ; B1*r,sqrt(Abs(i))*Abs(s)**(3/2)*Abs(i - 0.221076930114808)**(1/4) ; 0.00219678157915066*r
5354,0.6618266022203938,B0*s + B1*s**2 + i*s - s**3 ; B2*r*sqrt(Abs(i)),i*s - s**3 + 0.907527201715711*s**2 + 2.74880167973896*s ; 0.065214688899216*r*sqrt(Abs(i))
5355,0.6607503213403987,B0*s + i*s**2 - s**2 ; B1 + i,i*s**2 - s**2 + 1.2106789841704*s ; i + 0.685585202671457
5356,0.6605740044264462,s*Abs(i)**(3/8) ; B0*i + B1*i*r,s*Abs(i)**(3/8) ; 0.951415076138998*i*r + 4.2543917986282*i
5357,0.6591167335845428,2*i*s**3 ; r,2*i*s**3 ; r
5358,0.6589052926913145,s*Abs(i)**(3/8) ; B0*i - i**2,s*Abs(i)**(3/8) ; -i**2 + 4.70567397997544*i
5359,0.6582248242972255,s*sqrt(Abs(i)) - Abs(i)**(3/2) ; i,s*sqrt(Abs(i)) - Abs(i)**(3/2) ; i
5360,0.6564356878258588,-i**2*sqrt(Abs(s)) + i*Abs(s)**(3/2) + i*sqrt(Abs(s)) ; i,-i**2*sqrt(Abs(s)) + i*Abs(s)**(3/2) + i*sqrt(Abs(s)) ; i
5361,0.6543360153370446,-i + s ; r,-i + s ; r
5362,0.6514962739137463,-2*i**2*s + i**2 + 2*i*s**2 ; i,-2*i**2*s + i**2 + 2*i*s**2 ; i
5363,0.6514298099365297,B0*i + i**2 - i*s ; i + sqrt(Abs(r)),i**2 - i*s + 1.90119708998843*i ; i + sqrt(Abs(r))
5364,0.6505855488265135,Abs(i)**(3/4)*Abs(s)**(3/2) ; sqrt(Abs(r)),Abs(i)**(3/4)*Abs(s)**(3/2) ; sqrt(Abs(r))
5365,0.6504711772726745,B0*s - i**2*s + i*s**2 + i*s ; B1*r + B2*i*r,-i**2*s + i*s**2 + i*s - 0.0391999001005795*s ; 0.0324115218249205*i*r + 0.321041340994806*r
5366,0.6497182168774704,s*sqrt(Abs(s + sqrt(Abs(B0 + s)))) ; i*sqrt(Abs(r)),s*sqrt(Abs(s + sqrt(Abs(s + 105.67708586736)))) ; i*sqrt(Abs(r))
5367,0.6494404561590019,s*sqrt(Abs(B1 - s + sqrt(Abs(B0 + i)))) ; B2 + i,s*sqrt(Abs(s - sqrt(Abs(i - 11.6302181711165)) + 2.30966609991315)) ; i - 3.34242613941459
5368,0.6484164902564387,B0*s + 2*i*s ; B1 + i*r**2,2*i*s - 0.0160771569885335*s ; i*r**2 + 0.0231431236076528
5369,0.6459054646647785,s*Abs(i)**(9/8) ; sqrt(Abs(i*r**2 + r)),s*Abs(i)**(9/8) ; sqrt(Abs(i*r**2 + r))
5370,0.6458399532909017,B0*s + B1*i*s + B2*i**2*s ; sqrt(Abs(B3 + r**2 + r)),8.08723828534876e-5*i**2*s + 0.00768536189974657*i*s + 2.63418343644795*s ; sqrt(Abs(r**2 + r - 0.661920584815114))
5371,0.6452753815528816,B0*s + i*s ; B1*i**2*r + 2*i**2*r**2,i*s - 0.0199935768584275*s ; 2*i**2*r**2 + 0.0111330999762032*i**2*r
5372,0.6443895385346703,s*sqrt(Abs(B0*s + i*s**2 + s**2)) ; B1 - Abs(r)**(1/4),s*sqrt(Abs(i*s**2 + s**2 - 1.04593689383284*s)) ; 0.433257726577001 - Abs(r)**(1/4)
5373,0.6438649007930213,s**2*sqrt(Abs(i)) ; B0 + r,s**2*sqrt(Abs(i)) ; r + 0.0358063527545697
5374,0.6437631214223742,i*s ; i*r,i*s ; i*r
5375,0.6437631214223742,i*s ; -i*r,i*s ; -i*r
5376,0.6437631214223742,i*s ; sqrt(Abs(r)),i*s ; sqrt(Abs(r))
5377,0.6437631214223742,i*s ; r,i*s ; r
5378,0.6437631214223742,i*s ; r**2,i*s ; r**2
5379,0.6437631214223742,i*s ; sqrt(2)*Abs(r)**(5/8),i*s ; sqrt(2)*Abs(r)**(5/8)
5380,0.6437631214223742,i*s ; Abs(r)**(3/2),i*s ; Abs(r)**(3/2)
5381,0.6437631214223742,i*s ; 2*r,i*s ; 2*r
5382,0.6400325899180297,-s**3 + s**2*sqrt(Abs(i)) ; B0 + B1*Abs(i)**(3/2),-s**3 + s**2*sqrt(Abs(i)) ; 4.028171536639 - 1.97631830208062*Abs(i)**(3/2)
5383,0.6375552993080391,s*sqrt(Abs(B0*s**2 + i*s**2)) ; B1*i*r**2 + i**2*r**2,s*sqrt(Abs(i*s**2 - 0.115244475596011*s**2)) ; i**2*r**2 + 57.4604460978376*i*r**2
5384,0.6373254902081504,i*s ; r*sqrt(Abs(i)),i*s ; r*sqrt(Abs(i))
5385,0.6373254902081504,i*s ; B0*sqrt(Abs(r)),i*s ; 50.1398955714038*sqrt(Abs(r))
5386,0.6373254902081504,i*s ; sqrt(Abs(i))*Abs(r)**(3/4),i*s ; sqrt(Abs(i))*Abs(r)**(3/4)
5387,0.6373254902081504,i*s ; i*sqrt(Abs(r)),i*s ; i*sqrt(Abs(r))
5388,0.6373254902081504,i*s ; Abs(r)**(5/4),i*s ; Abs(r)**(5/4)
5389,0.6349208959357677,s*sqrt(Abs(B0 + sqrt(Abs(s)))) ; B1*sqrt(Abs(r)),s*sqrt(Abs(sqrt(Abs(s)) - 0.840914654496674)) ; 0.00018346444102259*sqrt(Abs(r))
5390,0.6349196598098413,s*sqrt(Abs(B0 + sqrt(Abs(s)))) ; i*sqrt(Abs(r)),s*sqrt(Abs(sqrt(Abs(s)) - 0.840914656358942)) ; i*sqrt(Abs(r))
5391,0.6339240068004357,s**2*sqrt(Abs(i)) + s*sqrt(Abs(i)) - Abs(i)**(3/2) ; B0 + B1*r - i*r + r**2,s**2*sqrt(Abs(i)) + s*sqrt(Abs(i)) - Abs(i)**(3/2) ; -i*r + r**2 - 1.12899996742335*r + 0.334663957108928
5392,0.6337861291527493,s*sqrt(Abs(B0*s + i*s)) ; B1 + r,s*sqrt(Abs(i*s - 0.111376944451158*s)) ; r + 0.0175160280878109
5393,0.6331684107532991,B0*Abs(s)**(3/2) - i*Abs(s)**(3/2) ; B1 + sqrt(Abs(B2 + i*r)),-i*Abs(s)**(3/2) + 0.00539107171005519*Abs(s)**(3/2) ; sqrt(Abs(i*r + 0.00476192531831403)) + 0.0044177294823614
5394,0.6325217943537447,s*sqrt(Abs(B0*s + sqrt(Abs(s)))) ; B1 - r + sqrt(Abs(i))*Abs(r)**(5/4),s*sqrt(Abs(1.14677235242075*s - sqrt(Abs(s)))) ; -r + sqrt(Abs(i))*Abs(r)**(5/4) + 0.000169558742529479
5395,0.6309522353060689,i*s ; sqrt(Abs(i))*sqrt(Abs(r)),i*s ; sqrt(Abs(i))*sqrt(Abs(r))
5396,0.6309522353060688,-s**2 + s ; B0 + 2*r,-s**2 + s ; 2*r + 13.821869156365
5397,0.6304819716189468,B0*i*s + 2*i**2*s ; -Abs(r)**(1/8),2*i**2*s + 0.064216285765538*i*s ; -Abs(r)**(1/8)
5398,0.6297303943235142,Abs(s)**(3/2)*sqrt(Abs(B0 + i)) ; sqrt(Abs(B1 - r)),Abs(s)**(3/2)*sqrt(Abs(i + 0.133370545722689)) ; sqrt(Abs(r - 0.45835382864498))
5399,0.6293456085013203,s*Abs(i)**(3/8) ; B0*i + B1*i**2 - i*r,s*Abs(i)**(3/8) ; -5.95332146973034*i**2 - i*r + 5.51071197668813*i
5400,0.6287079142411268,i**2*s**2 - i ; i - sqrt(Abs(B0 + r)),i**2*s**2 - i ; i - sqrt(Abs(r + 0.00608141904040326))
5401,0.6284771451903564,B0 - i + sqrt(Abs(i))*sqrt(Abs(s)) ; B1*i + sqrt(Abs(r)),-i + sqrt(Abs(i))*sqrt(Abs(s)) + 0.085118439275925 ; -0.388650045241877*i + sqrt(Abs(r))
5402,0.6279484117164557,s*Abs(i)**(3/8) ; B0*i + i**3 + i**2,s*Abs(i)**(3/8) ; i**3 + i**2 + 4.42965441268674*i
5403,0.6277782880782844,s**2*sqrt(Abs(i)) ; r,s**2*sqrt(Abs(i)) ; r
5404,0.6263950408980578,B0*i*s + B0*i + s ; r,-1.00657199059569*i*s - 1.00657199059569*i + s ; r
5405,0.6246427129530082,i*s ; Abs(i)**(1/4)*sqrt(Abs(r)),i*s ; Abs(i)**(1/4)*sqrt(Abs(r))
5406,0.6240668246219362,B0 + i + sqrt(Abs(B1 + 2*s)) ; B2 - i**2 + i + r,i + sqrt(Abs(2*s - 1.48433740720261)) - 0.100381612506316 ; -i**2 + i + r + 0.245792436162198
5407,0.6238826794692423,B0*i*s**2 + 2*i**2*s ; -Abs(r)**(1/8),2*i**2*s + 0.0690687024796082*i*s**2 ; -Abs(r)**(1/8)
5408,0.6217111054651594,s*Abs(i)**(1/4) ; B0 + B1*sqrt(Abs(r)),s*Abs(i)**(1/4) ; 0.413504521699403 - 0.36201597470667*sqrt(Abs(r))
5409,0.6183962858234782,i*s ; B0*r + 2**(1/4)*r*Abs(i)**(3/4),i*s ; 2**(1/4)*r*Abs(i)**(3/4) + 44.1004538910583*r
5410,0.6177751778393296,s*sqrt(Abs(B0*s + s**2)) ; B1 + 2*r,s*sqrt(Abs(s**2 - 0.680004432937148*s)) ; 2*r + 0.000668363904543179
5411,0.6177032474295525,s*sqrt(Abs(B0*s + s**2)) ; B1 + r,s*sqrt(Abs(s**2 - 0.680004432069379*s)) ; r + 0.000975413120037187
5412,0.6176867545476025,s*sqrt(Abs(B0*s + s**2)) ; B1 + B2*sqrt(Abs(i)) - r,s*sqrt(Abs(s**2 - 0.680004431794432*s)) ; -r + 0.000107507299766928*sqrt(Abs(i)) + 0.130262289503059
5413,0.6167260838630994,sqrt(Abs(B0 - sqrt(Abs(B1 - i + s)))) ; B2*i + B3*r**2,sqrt(Abs(sqrt(Abs(i - s + 21160.0556367278)) - 145.811979291071)) ; -3498.4611087567*i - 2.2694090134921*r**2
5414,0.6161968991868157,i**2 + 2*i*s ; i,i**2 + 2*i*s ; i
5415,0.6146227989962831,s*sqrt(Abs(B0*s + i*s)) ; B1 + 2*r,s*sqrt(Abs(i*s - 0.316137748006354*s)) ; 2*r + 8.03785930070334e-10
5416,0.6122123229652434,i*s ; sqrt(Abs(B0*r - r**2)),i*s ; sqrt(Abs(r**2 - 0.368884443194877*r))
5417,0.6097945613552034,s*sqrt(Abs(B0*s - i*s)) ; B1 + 2*r,s*sqrt(Abs(i*s - 0.259865063438373*s)) ; 2*r + 1.96078498311516e-9
5418,0.6091710362615751,sqrt(Abs(i))*Abs(s)**(5/4) ; i,sqrt(Abs(i))*Abs(s)**(5/4) ; i
5419,0.6084052120352959,B0*s + i*s - s**2 ; B1 + i,i*s - s**2 + 3.09783680013946*s ; i + 0.0398150605532053
5420,0.606090199735591,i*s ; B0*r + B1*i*r,i*s ; 0.0971194068137472*i*r + 2.31499382085668*r
5421,0.606090199735591,i*s ; sqrt(Abs(r))*Abs(i - sqrt(Abs(r)))**(1/4),i*s ; sqrt(Abs(r))*Abs(i - sqrt(Abs(r)))**(1/4)
5422,0.6056633029274658,s*Abs(B0 + i - s)**(1/4) ; sqrt(Abs(B1*i + i*r + i*sqrt(Abs(r)))),s*Abs(i - s + 49.3115067544404)**(1/4) ; sqrt(Abs(i*r + i*sqrt(Abs(r)) - 6.00130496450064*i))
5423,0.6040326806739292,-i**2 + s**2 ; i,-i**2 + s**2 ; i
5424,0.6035032859616629,s*Abs(i)**(3/8) ; B0*i + i**3 + i**2 - i*r,s*Abs(i)**(3/8) ; i**3 + i**2 - i*r + 4.54139860898553*i
5425,0.6034370467023698,i**2*s**2 + i**2*s ; sqrt(Abs(i))*sqrt(Abs(r)),i**2*s**2 + i**2*s ; sqrt(Abs(i))*sqrt(Abs(r))
5426,0.6029339235068745,sqrt(Abs(i))*Abs(s)**(7/4) ; r,sqrt(Abs(i))*Abs(s)**(7/4) ; r
5427,0.6014682693177968,s*sqrt(Abs(B0 + i + s)) ; i,s*sqrt(Abs(i + s - 0.927222571375979)) ; i
5428,0.600029297738235,i*s ; B0*sqrt(Abs(i))*Abs(r)**(3/2) - r,i*s ; -r + 41.4494648608052*sqrt(Abs(i))*Abs(r)**(3/2)
5429,0.5981141476844153,sqrt(2)*s**2*sqrt(Abs(i)) ; i,sqrt(2)*s**2*sqrt(Abs(i)) ; i
5430,0.5977472356601103,-i + s ; sqrt(Abs(B0*r**2 + r**3)),-i + s ; sqrt(Abs(r**3 + 0.0102467455232672*r**2))
5431,0.5965666858600892,Abs(i)**(1/4)*Abs(s)**(9/8) ; B0 + B1*i + B1*r,Abs(i)**(1/4)*Abs(s)**(9/8) ; -0.470913831778796*i - 0.470913831778796*r + 0.393187335157682
5432,0.5950440193981288,B0*s - s**2*Abs(i)**(1/4) ; sqrt(Abs(i)),-s**2*Abs(i)**(1/4) + 0.606306132577155*s ; sqrt(Abs(i))
5433,0.594373701669633,s*sqrt(Abs(B0*s + i*s)) ; B1 + Abs(i*r - r)**(1/4),s*sqrt(Abs(i*s - 0.0774326661701798*s)) ; Abs(i*r - r)**(1/4) - 0.424571219285533
5434,0.5931180881218612,s*sqrt(Abs(i**2 - i*s)) ; B0 + 2*r,s*sqrt(Abs(i**2 - i*s)) ; 2*r
5435,0.5913132261726654,sqrt(2)*s**2*sqrt(Abs(i)) ; B0 + r,sqrt(2)*s**2*sqrt(Abs(i)) ; r + 0.113430925503405
5436,0.5898586189447772,B0*i**2*s ; B1 + 2*r,0.000267834747417951*i**2*s ; 2*r + 0.000194855013955175
5437,0.5872841101010973,i*s*sqrt(Abs(i + s)) ; B0 + 2*i**2*r,i*s*sqrt(Abs(i + s)) ; 2*i**2*r + 0.000951342737443733
5438,0.5871843044632005,s**2*sqrt(Abs(B0 + i)) ; -i*r + i + r**2,s**2*sqrt(Abs(i + 0.000128042296184608)) ; -i*r + i + r**2
5439,0.5858436222227635,B0*s - s*Abs(i + s)**(1/4) ; B1 - i + r,-s*Abs(i + s)**(1/4) + 3.18091643756995*s ; -i + r + 199.865486621271
5440,0.5834122705958745,2*i*s**2 ; r,2*i*s**2 ; r
5441,0.5828422043340914,s*sqrt(Abs(i)) ; i,s*sqrt(Abs(i)) ; i
5442,0.5826021912638398,sqrt(Abs(B0 + i)) ; B1*r + sqrt(Abs(i)),sqrt(Abs(i - 0.00021841264313086)) ; -0.000123046891131691*r + sqrt(Abs(i))
5443,0.577413453952428,B0*i*s + i**2*s ; B1 + i - 2*r,i**2*s - 0.307687038257668*i*s ; i - 2*r - 0.0174856288830141
5444,0.5714809712893162,i*s + Abs(i)**(9/8) ; i,i*s + Abs(i)**(9/8) ; i
5445,0.5710212759470469,-i - s + sqrt(Abs(B0*s + B1 + B2*i)) ; B3*i*r + i,-i - s + sqrt(Abs(4.78824854743138*i - 1.00383889621343*s + 1.89987021022384)) ; 4.11070029824171*i*r + i
5446,0.5688269405094086,i**2 + s - sqrt(Abs(i)) ; B0 + B1*i,i**2 + s - sqrt(Abs(i)) ; 1.50635052503927*i + 0.523263139003638
5447,0.5667208456719868,Abs(i)**(1/4)*Abs(s)**(9/8) ; B0 + B1*i,Abs(i)**(1/4)*Abs(s)**(9/8) ; 3.06142635240321*i + 0.213840257708557
5448,0.5629248578184852,s*sqrt(Abs(B0 + i)) ; B1*r,s*sqrt(Abs(i - 0.351817883167653)) ; 0.00146668968904016*r
5449,0.5627649937083337,s*sqrt(Abs(B0 + s)) ; B1 + i**2,s*sqrt(Abs(s - 0.648182117291399)) ; i**2 + 0.153854891675338
5450,0.5626176047262774,s*sqrt(Abs(B0 - s)) ; -Abs(i)**(3/2),s*sqrt(Abs(s - 0.648182119626931)) ; -Abs(i)**(3/2)
5451,0.5622868845104939,sqrt(Abs(i))*Abs(s)**(3/2) ; B0 + 2*r,sqrt(Abs(i))*Abs(s)**(3/2) ; 2*r + 4.12207655752255e-9
5452,0.5613962115309029,-i**3 + 2*i*s ; B0 + B1*i*r + r*Abs(i)**(3/2),-i**3 + 2*i*s ; -0.00921563877890137*i*r + r*Abs(i)**(3/2) + 0.000304274203854794
5453,0.5558077387004408,sqrt(2)*s**2*sqrt(Abs(i)) ; i**2,sqrt(2)*s**2*sqrt(Abs(i)) ; i**2
5454,0.5549964472716984,i**2*s + i*s*sqrt(Abs(i - sqrt(Abs(s)))) ; B0 + r - Abs(r)**(1/4),i**2*s + i*s*sqrt(Abs(i - sqrt(Abs(s)))) ; r - Abs(r)**(1/4)
5455,0.5532671459188093,s*sqrt(Abs(B0 + 2*i)) ; i - r,s*sqrt(Abs(2*i + 5.62473922355467)) ; i - r
