rank,reward,equations,equations_with_constants
8617,0.0,s ; Abs(i)**(1/8),s ; Abs(i)**(1/8)
8618,0.0,i ; Abs(i)**(1/8),i ; Abs(i)**(1/8)
8619,0.0,i + s ; Abs(B0 + r)**(1/4),i + s ; Abs(r)**(1/4)
8620,0.0,B0 + i ; Abs(r)**(1/4),i - 0.0200000000171055 ; Abs(r)**(1/4)
8621,0.0,sqrt(Abs(i)) ; Abs(r)**(1/4),sqrt(Abs(i)) ; Abs(r)**(1/4)
8622,0.0,i*s + 2*s ; Abs(i)**(1/4),i*s + 2*s ; Abs(i)**(1/4)
8623,0.0,B0 + B1*i + i*s + s ; Abs(i + r)**(1/4),i*s + 0.673221267038441*i + s + 0.769510396030417 ; Abs(i + r)**(1/4)
8624,0.0,i ; Abs(B0 + i - r)**(1/4),i ; Abs(-i + r + 0.0200000094704294)**(1/4)
8625,0.0,B0 + s ; Abs(B1*i + i**2)**(1/8),s + 86.8962906701716 ; Abs(i**2 + 0.291244584044842*i)**(1/8)
8626,0.0,i ; Abs(r)**(1/4),i ; Abs(r)**(1/4)
8627,0.0,B0 + 2*i ; Abs(r)**(1/4),2*i - 0.0399999998841735 ; Abs(r)**(1/4)
8628,0.0,-i*s + i ; Abs(r)**(1/4),-i*s + i ; Abs(r)**(1/4)
8629,0.0,Abs(i)**(1/4) ; Abs(r)**(1/4),Abs(i)**(1/4) ; Abs(r)**(1/4)
8630,0.0,i**2 ; Abs(r)**(1/4),i**2 ; Abs(r)**(1/4)
8631,0.0,i*sqrt(Abs(s)) ; Abs(r)**(1/4),i*sqrt(Abs(s)) ; Abs(r)**(1/4)
8632,0.0,B0*i + i*sqrt(Abs(s)) ; Abs(r)**(1/4),i*sqrt(Abs(s)) - 0.0492490599009328*i ; Abs(r)**(1/4)
8633,0.0,B0*sqrt(Abs(s)) + i*sqrt(Abs(s)) ; Abs(r)**(1/4),i*sqrt(Abs(s)) - 0.0132941675926529*sqrt(Abs(s)) ; Abs(r)**(1/4)
8634,0.0,B0*i + i**2 ; Abs(r)**(1/4),i**2 + 0.0504002405134346*i ; Abs(r)**(1/4)
8635,0.0,B0*sqrt(Abs(i)) + Abs(i)**(3/2) ; Abs(r)**(1/4),Abs(i)**(3/2) ; Abs(r)**(1/4)
8636,0.0,B0*i + i**2 ; sqrt(Abs(i + r)),i**2 + 0.145123735863299*i ; sqrt(Abs(i + r))
8637,0.0,B0*s + B1*i*s ; sqrt(Abs(i)),-0.0446639082632236*i*s + 0.0893739009523473*s ; sqrt(Abs(i))
8638,0.0,B0*s + B1*i*s ; i,18.5980959706893*i*s + 0.583360780126361*s ; i
8639,0.0,B0*i*s - 2*i*s**2 ; B1 + i + r,-2*i*s**2 + 0.022119150286188*i*s ; i + r - 0.010324675566421
8640,0.0,B0*s + B1*i*s ; i - 2*r,0.0776982943655933*i*s + 0.0592613655988925*s ; i - 2*r
8641,0.0,B0*i*s - i*s*sqrt(Abs(B1 + s)) ; -i + sqrt(Abs(B2 + i + r)),-i*s*sqrt(Abs(s + 2.09351385091965)) + 1.80691925808144*i*s ; -i + sqrt(Abs(i + r - 0.0205858598879517))
8642,0.0,B0*i*s - i*Abs(s)**(3/2) ; -i + r + Abs(i)**(1/8),0.00153657355682791*i*s - i*Abs(s)**(3/2) ; -i + r + Abs(i)**(1/8)
8643,0.0,B0*Abs(i)**(3/2) - Abs(i)**(5/2) ; B1*Abs(i)**(3/2) + i + r,-Abs(i)**(5/2) + 0.0794381510589391*Abs(i)**(3/2) ; i + r + 0.0496435720360509*Abs(i)**(3/2)
8644,0.0,B0*s + B1*i*s ; sqrt(Abs(B2 + B3*i + i*r)),-0.0831119974209272*i*s + 0.220621992483415*s ; sqrt(Abs(i*r + 0.396349878880525*i + 0.0883659697874877))
8645,0.0,B0*s**2 - 2*i*s**2 ; B1 + i + r,-2*i*s**2 + 0.534038370494717*s**2 ; i + r - 0.239800512970967
8646,0.0,B0*i + B1*i**2 - i**3 ; B2 - i + r - sqrt(Abs(r)),-i**3 - 0.00151042705632029*i**2 + 0.249807510624057*i ; -i + r - sqrt(Abs(r)) + 0.00406945049063255
8647,0.0,B0*i**2 - i**3 ; -i + sqrt(Abs(i*r**2 + r**3 - r)),-i**3 + 7.14529166413844*i**2 ; -i + sqrt(Abs(i*r**2 + r**3 - r))
8648,0.0,B0*i + B1*i**2 ; -i + r,-0.0450550425280591*i**2 - 0.608483492037713*i ; -i + r
8649,0.0,B0*i**2 - i**3 ; B1 - 2*i**2 - i + r,-i**3 + 0.52472015766117*i**2 ; -2*i**2 - i + r + 0.287022043809732
8650,0.0,B0*i + B1*i**2 ; B2*r + B2*sqrt(Abs(i - sqrt(Abs(r)))) - i,0.0273949138081776*i**2 - 0.175548558641579*i ; -i + 0.0685615484016099*r + 0.0685615484016099*sqrt(Abs(i - sqrt(Abs(r))))
8651,0.0,B0*i*s - i**2*s ; B1 + r,-i**2*s + 0.458103414851517*i*s ; r + 3.06543080535277e-5
8652,0.0,B0*i**2 - i**3 ; B1 + B2*r - i*r,-i**3 - 0.00986806306121976*i**2 ; -i*r + 0.00493960707540617*r + 0.0053941096605334
8653,0.0,B0*i + B1*i**2 ; B2 - i**2*r + 2*r**2,0.0618437910083229*i**2 + 0.000258659797794473*i ; -i**2*r + 2*r**2 + 0.00906011696739635
8654,0.0,sqrt(Abs(i + s)) ; r*sqrt(Abs(i)) + Abs(r)**(3/2),sqrt(Abs(i + s)) ; r*sqrt(Abs(i)) + Abs(r)**(3/2)
8655,0.0,i ; sqrt(Abs(r))*Abs(B0 + r)**(1/4),i ; sqrt(Abs(r))*Abs(r + 0.0307909053690829)**(1/4)
8656,0.0,i**2 + i - s ; 2**(1/4)*Abs(r)**(5/4),i**2 + i - s ; 2**(1/4)*Abs(r)**(5/4)
8657,0.0,B0 + i*sqrt(Abs(s)) ; -Abs(r)**(3/2) + sqrt(Abs(r))*sqrt(Abs(B1 + r)),i*sqrt(Abs(s)) - 0.0197846786585966 ; -Abs(r)**(3/2) + sqrt(Abs(r))*sqrt(Abs(r + 0.0757660160692625))
8658,0.0,i ; B0*i*Abs(r)**(1/4),i ; 0.954220975471247*i*Abs(r)**(1/4)
8659,0.0,B0 + i ; Abs(r)**(3/2),i - 0.0200000000171055 ; Abs(r)**(3/2)
8660,0.0,B0 + 2*i ; i*sqrt(Abs(r)),2*i - 0.0399999998841735 ; i*sqrt(Abs(r))
8661,0.0,sqrt(Abs(s)) + sqrt(Abs(B0 + sqrt(Abs(i)))) ; B1*i*sqrt(Abs(r)),sqrt(Abs(s)) + sqrt(Abs(sqrt(Abs(i)) - 1.38659751617916)) ; 86.6482794164201*i*sqrt(Abs(r))
8662,0.0,2*i + s ; B1*sqrt(Abs(B0 + i)),2*i + s ; 0.103562800363209*sqrt(Abs(i + 23.7130527502017))
8663,0.0,i + sqrt(Abs(i))*Abs(s)**(1/4) ; i*sqrt(Abs(B0 + i - r)),i + sqrt(Abs(i))*Abs(s)**(1/4) ; i*sqrt(Abs(i - r + 0.148036124479511))
8664,0.0,2*i ; B0 + B1*r,2*i ; 0.09890457589238 - 2.94522879306061*r
8665,0.0,2*i*s + i - s**2 ; i*Abs(r)**(5/8),2*i*s + i - s**2 ; i*Abs(r)**(5/8)
8666,0.0,-s + sqrt(Abs(i)) + sqrt(Abs(s)) ; B0*Abs(r)**(3/4),-s + sqrt(Abs(i)) + sqrt(Abs(s)) ; 0.0239935715177761*Abs(r)**(3/4)
8667,0.0,B0 + i ; B1*r,i - 0.0199999999630782 ; 0.000572559725800075*r
8668,0.0,B0 + i - s ; B1*i,i - s + 0.972015033757922 ; 4.13610143689254*i
8669,0.0,sqrt(Abs(s)) + sqrt(Abs(i - s)) ; r*Abs(i)**(1/4),sqrt(Abs(s)) + sqrt(Abs(i - s)) ; r*Abs(i)**(1/4)
8670,0.0,i + s ; B0*Abs(i)**(1/4),i + s ; 0.0174144251700459*Abs(i)**(1/4)
8671,0.0,B0 + 2*i ; B3*Abs(B1 + B2*i*r)**(1/4),2*i - 0.0260496849770653 ; 0.0405590604905988*Abs(0.323563463893231*i*r + 0.0139502698982972)**(1/4)
8672,0.0,B0*i + i*sqrt(Abs(B1 + sqrt(Abs(i)))) ; i*Abs(i + sqrt(Abs(i)))**(1/4),i*sqrt(Abs(sqrt(Abs(i)) - 0.8294267127807)) + 1.05248373408261*i ; i*Abs(i + sqrt(Abs(i)))**(1/4)
8673,0.0,i*sqrt(Abs(s)) + s ; B1*Abs(B0*i*r + r)**(1/4),i*sqrt(Abs(s)) + s ; 0.015809474538884*Abs(0.00616538236075104*i*r + r)**(1/4)
8674,0.0,B0 - i*s + 2*s**2 ; B2*Abs(B1 + sqrt(2)*sqrt(Abs(r)))**(1/4),-i*s + 2*s**2 + 0.582438228958529 ; 1.41521450865413*Abs(sqrt(2)*sqrt(Abs(r)) - 0.023947739577545)**(1/4)
8675,0.0,i ; B1*Abs(B0 + r)**(1/4),i ; 0.0536374107957802*Abs(r + 0.00508241425205961)**(1/4)
8676,0.0,B0*s**2 + i + s**2*sqrt(Abs(i)) ; i*Abs(B1*i + 2*r)**(1/4),i + s**2*sqrt(Abs(i)) - 0.0646887820676645*s**2 ; i*Abs(23.1770451945315*i + 2*r)**(1/4)
8677,0.0,B0*s**2 + 2*i*s**2 + i ; B3*Abs(B1 + B2*i**2)**(1/4),2*i*s**2 + i + 0.0912664796980541*s**2 ; 0.0704260618797188*Abs(0.000184625960450201*i**2 + 12.2497012800199)**(1/4)
8678,0.0,B0*s**2 + i + 2*s**3 ; B2*Abs(B1 + r)**(1/4),i + 2*s**3 + 0.00987573670174461*s**2 ; 0.00965220242620331*Abs(r + 0.00295934847044756)**(1/4)
8679,0.0,B0*s**2 + i + s**2*sqrt(Abs(i)) ; B2*Abs(B1 + i + sqrt(Abs(r)))**(1/4),i + s**2*sqrt(Abs(i)) + 0.0149429830900765*s**2 ; 0.104948191040707*Abs(i + sqrt(Abs(r)) + 5.79823514236266)**(1/4)
8680,0.0,B0*s**2 + i*s**2 + i ; B2*Abs(B1 - i)**(1/4),i*s**2 + i + 0.0435873757734262*s**2 ; 0.0900673153693163*Abs(i - 0.520734976122611)**(1/4)
8681,0.0,i**2*s + 2*i*s**2 + i ; 2**(1/4)*r*Abs(i)**(1/4),i**2*s + 2*i*s**2 + i ; 2**(1/4)*r*Abs(i)**(1/4)
8682,0.0,B0*s**2 + i*s**2 + i + s**3 ; B1*Abs(i)**(5/4),i*s**2 + i + s**3 + 0.0713205898046193*s**2 ; 2.476913659888*Abs(i)**(5/4)
8683,0.0,2*i*s**2 + i - s**3 ; r*Abs(i - r)**(1/4),2*i*s**2 + i - s**3 ; r*Abs(i - r)**(1/4)
8684,0.0,B0*i*s + B0*s**2 + i ; B2*Abs(B1 + i - r)**(1/4),-0.00401102903635547*i*s + i - 0.00401102903635547*s**2 ; 0.0500395187783803*Abs(i - r + 0.00700007450133168)**(1/4)
8685,0.0,2*i*s**2 + i ; B0*Abs(i - r)**(1/4),2*i*s**2 + i ; 0.152578060833635*Abs(i - r)**(1/4)
8686,0.0,2*i*s**2 + i ; r*Abs(B0 - 2*i + r)**(1/4),2*i*s**2 + i ; r*Abs(-2*i + r + 0.070151748160031)**(1/4)
8687,0.0,i ; sqrt(Abs(B0 + i*r)),i ; sqrt(Abs(i*r + 1.86806619284408e-9))
8688,0.0,i ; B0 - i,i ; 0.0399999998841735 - i
8689,0.0,i ; i*r,i ; i*r
8690,0.0,i ; B0 + B1*i + B1*r,i ; 0.298661906392844*i + 0.298661906392844*r + 0.00705979156266774
8691,0.0,i ; i**3 - 2*i**2*r,i ; i**3 - 2*i**2*r
8692,0.0,i ; Abs(r)**(7/2),i ; Abs(r)**(7/2)
8693,0.0,i ; B0*r**2,i ; 3.93118606219402*r**2
8694,0.0,i ; i**2*r**2 + i**2*r,i ; i**2*r**2 + i**2*r
8695,0.0,i ; i**2*r**2 + i*r**2,i ; i**2*r**2 + i*r**2
8696,0.0,i ; B0*i*r**2,i ; 0.0012372436948796*i*r**2
8697,0.0,i ; i*r*sqrt(Abs(B0 + r)),i ; i*r*sqrt(Abs(r + 59.7757945769831))
8698,0.0,i ; i**2*r,i ; i**2*r
8699,0.0,i ; i**3 - i**2*r,i ; i**3 - i**2*r
8700,0.0,i ; B0*r*Abs(i)**(3/2),i ; 1.60416152241038*r*Abs(i)**(3/2)
8701,0.0,i ; B0*i**2*r,i ; 0.000527693339137787*i**2*r
8702,0.0,i ; B0*i*r**2 - i**2*r**2,i ; -i**2*r**2 + 8.07585159993878*i*r**2
8703,0.0,i ; -i**2*r + i*r**2,i ; -i**2*r + i*r**2
8704,0.0,i ; i*r**2 - i*Abs(r)**(3/2),i ; i*r**2 - i*Abs(r)**(3/2)
8705,0.0,i ; B0*i*r,i ; 0.0105677306414202*i*r
8706,0.0,i ; B0*i*sqrt(Abs(r)) + B1*i*r,i ; 0.0170463633328559*i*r + 1.25021921913347*i*sqrt(Abs(r))
8707,0.0,i ; 2*i**2*r,i ; 2*i**2*r
8708,0.0,i ; B0*i*r + 2*i**2*r,i ; 2*i**2*r + 0.000990041624753234*i*r
8709,0.0,i ; B0*i*r + i**2*r + i*r**2,i ; i**2*r + i*r**2 + 0.0113192786479079*i*r
8710,0.0,i ; B0*i*r + i*r**2,i ; i*r**2 + 0.0201951739949061*i*r
8711,0.0,i ; B0*i*r - i**2*r,i ; -i**2*r + 0.758864475481907*i*r
8712,0.0,i ; B0*i*r + i**2*r - i*r**2,i ; i**2*r - i*r**2 + 1.57689422351313*i*r
8713,0.0,i ; B0*i*r + i**2*r + i*Abs(r)**(3/2),i ; i**2*r + 0.0355151110040947*i*r + i*Abs(r)**(3/2)
8714,0.0,i ; -i**3 + i**2*r + Abs(i)**(5/2),i ; -i**3 + i**2*r + Abs(i)**(5/2)
8715,0.0,i ; B0*i*r - i*r**2 + i*Abs(r)**(3/2),i ; -i*r**2 + 0.527643186227252*i*r + i*Abs(r)**(3/2)
8716,0.0,i ; i**2*sqrt(Abs(r)),i ; i**2*sqrt(Abs(r))
8717,0.0,i ; B0*i*r - i**2*r + i*Abs(r)**(3/2),i ; -i**2*r + 0.100730968999623*i*r + i*Abs(r)**(3/2)
8718,0.0,B0 + s ; B1 - i + r,s - 0.842091692893986 ; -i + r + 0.0659694355946446
8719,0.0,-i + 2*s ; r,-i + 2*s ; r
8720,0.0,-i + s ; i - r,-i + s ; i - r
8721,0.0,B0*s**2 + s ; -i + Abs(i)**(1/4)*Abs(r)**(1/4),-0.739393986585745*s**2 + s ; -i + Abs(i)**(1/4)*Abs(r)**(1/4)
8722,0.0,s - sqrt(Abs(i)) ; r - sqrt(Abs(i)),s - sqrt(Abs(i)) ; r - sqrt(Abs(i))
8723,0.0,B0 + B1*s - i*s + s**2 ; B2 - sqrt(Abs(i)),-i*s + s**2 + 0.97491492605669*s - 0.162532790453319 ; 1.62721478935573 - sqrt(Abs(i))
8724,0.0,B0*i*s + s ; Abs(i)**(1/4),0.0220939402630951*i*s + s ; Abs(i)**(1/4)
8725,0.0,-sqrt(Abs(i)) ; B0*i**2 + B1*i*r - r,-sqrt(Abs(i)) ; -0.0320824473728417*i**2 + 0.00416970291731244*i*r - r
8726,0.0,-s ; B0 + B1*r - i,-s ; -i + 0.989862890451202*r - 0.969834696297691
8727,0.0,-i + s - Abs(s)**(3/2) ; B0 + i**2 - i,-i + s - Abs(s)**(3/2) ; i**2 - i + 0.0847673527143398
8728,0.0,-i + 2*s - sqrt(Abs(i)) ; i - sqrt(Abs(B0 - r)),-i + 2*s - sqrt(Abs(i)) ; i - sqrt(Abs(r - 255.301781774358))
8729,0.0,B0*sqrt(Abs(i))*sqrt(Abs(s)) - i + s ; B1 + 2*r,-i + s + 3.80227847260837*sqrt(Abs(i))*sqrt(Abs(s)) ; 2*r + 0.0795962608565567
8730,0.0,B0 + B1*i ; B2 + r,0.0774024461020383 - 3.25157283943434*i ; r - 0.00293732251774055
8731,0.0,-2*s ; B0 - i - r + sqrt(Abs(r)),-2*s ; -i - r + sqrt(Abs(r)) - 34.4176478426262
8732,0.0,B0 + B1*i + i*s + s ; B2 - i,i*s - 1.01299098065552*i + s + 2.62907018118314 ; 0.850450316449279 - i
8733,0.0,-2*i + s - sqrt(Abs(B0 + s)) ; B1 + r,-2*i + s - sqrt(Abs(s + 1.39934606249139e-7)) ; r - 4.41374656404722e-17
8734,0.0,B0 - i ; B1 + 2*i - r,18.2047718155324 - i ; 2*i - r + 8.49178643784042
8735,0.0,B0 + B1*s ; -i + r,42.8787922925985*s - 36.9784785904286 ; -i + r
8736,0.0,B0 - 2*i + s ; B1 - i,-2*i + s + 75.8248182310955 ; 22.5038951476286 - i
8737,0.0,B0 - 2*s ; r**2 - Abs(r)**(1/4),1.96000000015468 - 2*s ; r**2 - Abs(r)**(1/4)
8738,0.0,-3*i + s ; -i + Abs(i)**(3/2)*Abs(r)**(1/4),-3*i + s ; -i + Abs(i)**(3/2)*Abs(r)**(1/4)
8739,0.0,B0 - i - s ; B1 + i*r,-i - s + 0.0143351595310689 ; i*r + 2.43464802452311
8740,0.0,B0 - 2*i + 2*s ; B1 + B2*i,-2*i + 2*s + 66.1239351423695 ; 13.4218740690548 - 0.683285647803369*i
8741,0.0,-s ; B0*r*sqrt(Abs(i)) - r,-s ; 0.00945346058117599*r*sqrt(Abs(i)) - r
8742,0.0,-i - s**2 ; B0*i*r + i**2 + i*r**2 - i,-i - s**2 ; i**2 + i*r**2 + 11.6846774474795*i*r - i
8743,0.0,B0 + B1*i + s ; i*r - i,0.116570771282914*i + s - 0.143426989878621 ; i*r - i
8744,0.0,B0 + B1*i + s ; -i + 2*r*Abs(i)**(1/4),1.50835087570411*i + s - 1.04780485637922 ; -i + 2*r*Abs(i)**(1/4)
8745,0.0,B0*i + s ; -i + r*sqrt(Abs(B1 + sqrt(Abs(r)))),-2.99158823533425*i + s ; -i + r*sqrt(Abs(sqrt(Abs(r)) - 1.09820179461703))
8746,0.0,B0*i ; -i + r*sqrt(Abs(i*r - i*sqrt(Abs(r)))),-0.429893154985749*i ; -i + r*sqrt(Abs(i*r - i*sqrt(Abs(r))))
8747,0.0,-i*s - 2*i + s ; B0 - i,-i*s - 2*i + s ; 0.163653157385881 - i
8748,0.0,-i*s - 2*i + s ; B0*i*r**2 - i,-i*s - 2*i + s ; 0.253240453801042*i*r**2 - i
8749,0.0,-i - s**2 ; B0 + B1*r,-i - s**2 ; 2.23654200715089 - 0.481618052247721*r
8750,0.0,-i - s**2 ; B0 + B1*i,-i - s**2 ; 2.33882440343704*i + 9.49197814979616
8751,0.0,-i*s - 2*i + s ; B0*r - sqrt(Abs(B1 - i)),-i*s - 2*i + s ; -0.663203463237607*r - sqrt(Abs(i - 0.546916990660405))
8752,0.0,B0 - i - s**2 + s ; B1 - i,-i - s**2 + s + 0.0143927891127908 ; 0.0281986945508205 - i
8753,0.0,-i - s**2 ; B0 - r,-i - s**2 ; 14.9000224994038 - r
8754,0.0,i - s ; B0 + 2*i - r,i - s ; 2*i - r - 4.41909071144583
8755,0.0,i - s ; B0*r**2*sqrt(Abs(i)),i - s ; 0.00417813230955101*r**2*sqrt(Abs(i))
8756,0.0,i - s ; i,i - s ; i
8757,0.0,i - s ; B0 + B1*i*r,i - s ; 0.0503760379017235*i*r + 0.308285863639119
8758,0.0,B0 + i ; 2*sqrt(Abs(r)),i - 0.0200000000171055 ; 2*sqrt(Abs(r))
8759,0.0,i - 2*s ; i*r,i - 2*s ; i*r
8760,0.0,2*i - Abs(s)**(1/8) ; i,2*i - Abs(s)**(1/8) ; i
8761,0.0,B0*s**2 + i ; sqrt(Abs(r)),i - 0.0208246533849992*s**2 ; sqrt(Abs(r))
8762,0.0,i - sqrt(Abs(B0 + i + s)) ; i,i - sqrt(Abs(i + s - 1.00237972681564)) ; i
8763,0.0,2*i - 2*s ; i + r*sqrt(Abs(i - r)),2*i - 2*s ; i + r*sqrt(Abs(i - r))
8764,0.0,i - sqrt(Abs(s)) ; B0 - i,i - sqrt(Abs(s)) ; -i - 1.17313257334642
8765,0.0,-i**2 + i ; sqrt(Abs(i + r)),-i**2 + i ; sqrt(Abs(i + r))
8766,0.0,B0 - 2*s ; i,1.96000000037372 - 2*s ; i
8767,0.0,B0 + i - s ; i,i - s + 0.967639324238056 ; i
8768,0.0,i - s*sqrt(Abs(i - s)) ; i,i - s*sqrt(Abs(i - s)) ; i
8769,0.0,i - s**2 ; i,i - s**2 ; i
8770,0.0,-i*s + i + s**2 ; i,-i*s + i + s**2 ; i
8771,0.0,B0*i*s**2 + i + s**2 ; i,-0.14637756731948*i*s**2 + i + s**2 ; i
8772,0.0,i*s + i - 2*s**2 ; i,i*s + i - 2*s**2 ; i
8773,0.0,-s + sqrt(Abs(i + s + Abs(s)**(1/4))) ; B0 + B1*sqrt(Abs(i)),-s + sqrt(Abs(i + s + Abs(s)**(1/4))) ; 163.577163261912 - 18.5850328737335*sqrt(Abs(i))
8774,0.0,B0 + B1*s*Abs(i)**(3/2) ; B2 - i + r,-0.00467617069999724*s*Abs(i)**(3/2) + 0.000326694747211169 ; -i + r + 0.0195966718491611
8775,0.0,B0 - i*sqrt(Abs(B1 + i + s)) ; B2 + r,-i*sqrt(Abs(i + s + 0.50360846264038)) + 0.133548090134992 ; r + 0.0449581462836696
8776,0.0,B0 + B1*sqrt(Abs(s)) - s ; r + sqrt(Abs(r)),-s + 0.755138877662743*sqrt(Abs(s)) + 0.232450649192411 ; r + sqrt(Abs(r))
8777,0.0,B0 + B1*i ; B2 - 2*i,1.75483633964392 - 6.68112047796622*i ; 5.40042757461528 - 2*i
8778,0.0,B0*i - s ; B1 + i**2 + i*r - 2*r,-0.13138122482668*i - s ; i**2 + i*r - 2*r + 8.79893223036889
8779,0.0,B0 + B1*i ; B2 - i*r + r,0.703008649703538 - 3.30161956723983*i ; -i*r + r + 0.0620755863780614
8780,0.0,B0 + B1*i + s ; B2 - i + r,-0.824881052536138*i + s - 0.893995805596882 ; -i + r + 0.0393317718160219
8781,0.0,B0*i - s ; sqrt(Abs(B1 + i + 3*r)),-3.56774000762006*i - s ; sqrt(Abs(i + 3*r + 1.53614139848869))
8782,0.0,B0 + i - s ; B1*i**2 - r,i - s + 0.960117143727847 ; 0.861910160552447*i**2 - r
8783,0.0,-s + sqrt(Abs(B0 + i*s)) ; sqrt(Abs(r)),-s + sqrt(Abs(i*s - 0.97999999775088)) ; sqrt(Abs(r))
8784,0.0,B0 + sqrt(Abs(i*s**2 - i)) ; B1 - i,sqrt(Abs(i*s**2 - i)) - 0.00367595069706879 ; 0.0989030345031426 - i
8785,0.0,B0 + sqrt(Abs(B1*i**2*s + i*s)) ; B2 - i*r + r,sqrt(Abs(0.00367771274038625*i**2*s - i*s)) - 0.006856791350996 ; -i*r + r + 0.0309193719378841
8786,0.0,-s**2 ; -i + sqrt(Abs(B0 + B1*r - i)),-s**2 ; -i + sqrt(Abs(i + 0.624029731714937*r + 0.378301151907126))
8787,0.0,i - s**2 + Abs(s)**(1/4) ; sqrt(Abs(r)),i - s**2 + Abs(s)**(1/4) ; sqrt(Abs(r))
8788,0.0,-2*i + s + Abs(s)**(1/4) ; B0 + r,-2*i + s + Abs(s)**(1/4) ; r
8789,0.0,B0 - s ; i,0.979999999432842 - s ; i
8790,0.0,B0 - sqrt(Abs(s)) ; B1 + i - 3*r,5.13473648960303 - sqrt(Abs(s)) ; i - 3*r + 66.2277359735863
8791,0.0,-s + Abs(s)**(1/4) ; r,-s + Abs(s)**(1/4) ; r
8792,0.0,B0 - s ; B1 + i*sqrt(Abs(r)) + Abs(r)**(3/2),0.513581051762245 - s ; i*sqrt(Abs(r)) + Abs(r)**(3/2) - 0.32272550056759
8793,0.0,i - s + Abs(i)**(1/8) ; sqrt(Abs(i + 2*r + Abs(i)**(1/4))),i - s + Abs(i)**(1/8) ; sqrt(Abs(i + 2*r + Abs(i)**(1/4)))
8794,0.0,-s + Abs(i - sqrt(Abs(s)))**(1/4) ; B0*r**2 + sqrt(Abs(i)),-s + Abs(i - sqrt(Abs(s)))**(1/4) ; 0.0117584778595877*r**2 + sqrt(Abs(i))
8795,0.0,B0 + Abs(-B1 + i + s)**(1/4) ; sqrt(Abs(i)),Abs(i + s - 0.035352794788365)**(1/4) - 0.478085402042448 ; sqrt(Abs(i))
8796,0.0,-s + Abs(B0 + s)**(1/4) ; B1*Abs(i)**(1/16),-s + Abs(s - 0.0576318400229174)**(1/4) ; -0.277213767633902*Abs(i)**(1/16)
8797,0.0,-s + Abs(i)**(1/4) ; i,-s + Abs(i)**(1/4) ; i
8798,0.0,-s + Abs(B0 + 2*i - s)**(1/4) ; i + sqrt(Abs(i)),-s + Abs(2*i - s + 2.06055302574124)**(1/4) ; i + sqrt(Abs(i))
8799,0.0,B0 + Abs(s)**(1/4) ; -i + sqrt(Abs(B1 + B2*i - r)),Abs(s)**(1/4) - 0.0420563149766978 ; -i + sqrt(Abs(0.411699723187766*i - r + 1.48102958759963))
8800,0.0,-s + Abs(B0*i - s)**(1/4) ; -i + sqrt(Abs(B1*i - i*r)),-s + Abs(0.477566924084295*i - s)**(1/4) ; -i + sqrt(Abs(i*r - 0.133617517212427*i))
8801,0.0,-s + Abs(B1 + sqrt(Abs(B0 + s)))**(1/4) ; i - r,-s + (sqrt(Abs(s - 0.730408461870213)) + 0.422776787319504)**(1/4) ; i - r
8802,0.0,-s + Abs(s - sqrt(Abs(i)))**(1/4) ; -i**2 + r,-s + Abs(s - sqrt(Abs(i)))**(1/4) ; -i**2 + r
8803,0.0,B0 + Abs(B1*i + B2)**(1/4) ; B3 + B4*r + r*sqrt(Abs(i)),Abs(93.1508709156667*i + 44.3800074847023)**(1/4) - 6.61742070770447 ; r*sqrt(Abs(i)) - 4.72169576241836*r - 18.2110657591231
8804,0.0,B0 + Abs(i)**(1/4) ; B1 + sqrt(Abs(B2 + i**2 - i*r)),Abs(i)**(1/4) + 23.6280665814025 ; sqrt(Abs(-i**2 + i*r + 39.5266408339789)) + 8.10202784971828
8805,0.0,B0 - s ; B1 + i*Abs(i - r)**(1/4),2.80360783489712 - s ; i*Abs(i - r)**(1/4) + 42.0214938885164
8806,0.0,-s + Abs(B0 + s)**(1/4) ; B1 + r*sqrt(Abs(B2 + r**2 - r)),-s + Abs(s - 0.0576318407859704)**(1/4) ; r*sqrt(Abs(r**2 - r + 0.058375403114713)) - 2.87320351832788e-5
8807,0.0,-i + Abs(B0 + sqrt(2)*sqrt(Abs(i)))**(1/4) ; B1 + r*Abs(i)**(3/2),-i + (sqrt(2)*sqrt(Abs(i)) + 0.259048791351229)**(1/4) ; r*Abs(i)**(3/2) + 0.670920290844781
8808,0.0,B0 + Abs(B1 - i + s)**(1/4) ; B2*i + i**2*r + i*r,Abs(-i + s + 0.00713388235869398)**(1/4) - 0.0135715280284381 ; i**2*r + i*r + 0.13044673992472*i
8809,0.0,-s + Abs(B0 + i)**(1/4) ; B1 + 2*i**2,-s + Abs(i + 0.733304064865638)**(1/4) ; 2*i**2 - 0.117117632963476
8810,0.0,-s + Abs(B0 - s)**(1/4) ; B1*r + r**2,-s + Abs(s - 0.057631839957328)**(1/4) ; r**2 + 0.000571800556777147*r
8811,0.0,-i + Abs(B0 - i + s)**(1/4) ; r*sqrt(Abs(i)) - r + Abs(i)**(3/2),-i + Abs(-i + s + 0.0238687838654175)**(1/4) ; r*sqrt(Abs(i)) - r + Abs(i)**(3/2)
8812,0.0,-s + Abs(B0 - i)**(1/4) ; B1*i + B2*r + i**2 + i*r,-s + Abs(i + 16.0474443488646)**(1/4) ; i**2 + i*r + 9.64803419301255*i + 5.08157258272252*r
