rank,reward,equations,equations_with_constants
8813,0.0,B0 + Abs(B1 - i)**(1/4) ; B2 + i*r + r**3,Abs(i - 0.307958013275957)**(1/4) - 1.7702103541989 ; i*r + r**3 - 0.358976360707389
8814,0.0,-s + Abs(i - s)**(1/4) ; B0 + i**2 + i*r,-s + Abs(i - s)**(1/4) ; i**2 + i*r + 0.21809593316602
8815,0.0,B0 + Abs(i + s)**(1/4) ; B1 + B2*i + i**2 + 2*i*r,Abs(i + s)**(1/4) - 0.0573371557534812 ; i**2 + 2*i*r + 0.146015388252964*i + 0.0435733672714938
8816,0.0,-s ; B0*i*sqrt(Abs(r)) + i**2 - r,-s ; i**2 + 7.17989449688348*i*sqrt(Abs(r)) - r
8817,0.0,-i + Abs(B0 - s)**(1/4) ; B1 + i**2 + i*r*sqrt(Abs(B2 + i)),-i + Abs(s - 0.33962667185444)**(1/4) ; i**2 + i*r*sqrt(Abs(i + 0.105846988716089)) + 0.954961158492097
8818,0.0,-s + Abs(B0 - sqrt(Abs(i)))**(1/4) ; B1 + B2*i,-s + (sqrt(Abs(i)) + 0.190565700259765)**(1/4) ; 3.19946271963442*i + 0.236174314052812
8819,0.0,-s + Abs(s - sqrt(Abs(i)))**(1/4) ; i**2 - i,-s + Abs(s - sqrt(Abs(i)))**(1/4) ; i**2 - i
8820,0.0,B0 + Abs(B1 + s + sqrt(Abs(s)))**(1/4) ; B2*i + B3*i*sqrt(Abs(r)) + i**2 - r,Abs(s + sqrt(Abs(s)) + 0.0106766019141332)**(1/4) - 0.164895907977847 ; i**2 - 0.530605703835079*i*sqrt(Abs(r)) + 0.464041452674124*i - r
8821,0.0,-s ; B0*i + i**2*r - r,-s ; i**2*r + 2.57118247603063*i - r
8822,0.0,-s + Abs(i - 2*s)**(1/4) ; B0*i**2 + B1*i*r - r,-s + Abs(i - 2*s)**(1/4) ; 0.0446482555059474*i**2 + 0.0206225068739969*i*r - r
8823,0.0,-s + Abs(B0 + i)**(1/4) ; B1 + B2*i + B2*r*sqrt(Abs(i + r)),-s + Abs(i + 3.49205584420779)**(1/4) ; 0.0974598493223925*i + 0.0974598493223925*r*sqrt(Abs(i + r)) + 3.9300577009032
8824,0.0,B0 - s ; B1 + B2*i + B3*i*sqrt(Abs(r)),0.153837852613849 - s ; 0.274777243617116*i*sqrt(Abs(r)) + 0.222891059487265*i - 0.023363849447322
8825,0.0,-s + Abs(B0 - sqrt(Abs(i)))**(1/4) ; B1*r + B2*r**2 + B3*i*r - i,-s + (sqrt(Abs(i)) + 0.73981434496469)**(1/4) ; 0.76707299718106*i*r - i + 0.745693734854405*r**2 - 0.710042634079449*r
8826,0.0,-s + Abs(B0 - i + s)**(1/4) ; i**2*r + i*r**2 - i + r**2,-s + Abs(i - s + 1.86017537164792)**(1/4) ; i**2*r + i*r**2 - i + r**2
8827,0.0,-s + Abs(s - Abs(s)**(1/4))**(1/4) ; B0*r**2 + B1*i*r - r,-s + Abs(s - Abs(s)**(1/4))**(1/4) ; 0.0311135778694252*i*r + 0.00036852339149879*r**2 - r
8828,0.0,-i + Abs(B0 + i*s - s)**(1/4) ; B1*i*r + i**2*r - i,-i + Abs(i*s - s + 0.198212064140192)**(1/4) ; i**2*r - 0.652793087600617*i*r - i
8829,0.0,B0 + Abs(B1 + s)**(1/4) ; i**3 + 2*i**2*r + i**2 - i,Abs(s + 0.260815594680015)**(1/4) - 0.0124258243950336 ; i**3 + 2*i**2*r + i**2 - i
8830,0.0,-i + Abs(i)**(1/4) ; B0 + B1*i*r + i**2 + 2*i*r**2,-i + Abs(i)**(1/4) ; i**2 + 2*i*r**2 + 0.0222536392798551*i*r - 0.0290469512347054
8831,0.0,-s + Abs(B0 - i)**(1/4) ; B1*i*r + B1*Abs(r)**(3/2) - i + r**2,-s + Abs(i - 1.22786726615728)**(1/4) ; -1.55451668777982*i*r - i + r**2 - 1.55451668777982*Abs(r)**(3/2)
8832,0.0,B0 + Abs(i**2 - s)**(1/4) ; B1 + B2*r + 2*i**2*r,Abs(i**2 - s)**(1/4) + 0.0696015060984122 ; 2*i**2*r + 0.0525487823639516*r + 0.117000015442252
8833,0.0,-i + Abs(i - s)**(1/4) ; i**3*r + i**3 + i*r - i,-i + Abs(i - s)**(1/4) ; i**3*r + i**3 + i*r - i
8834,0.0,-s + Abs(s - sqrt(Abs(s)))**(1/4) ; B0 + B1*i*r,-s + Abs(s - sqrt(Abs(s)))**(1/4) ; 0.0413238783295652*i*r - 1.85121485822679
8835,0.0,B0 + Abs(i)**(1/4) ; B1*r**2 + i*r - i + r**2*sqrt(Abs(i)),Abs(i)**(1/4) - 0.397067115810444 ; i*r - i + r**2*sqrt(Abs(i)) + 1.28382891311525*r**2
8836,0.0,B0 + Abs(i - s)**(1/4) ; B1*i + B2*i*r + i**2 - r,Abs(i - s)**(1/4) - 1.23143335688945 ; i**2 + 5.89893038367893*i*r - 0.437762684058601*i - r
8837,0.0,-i + Abs(i)**(1/4) ; B0 + B1*i*r + i**2 + i*r**2,-i + Abs(i)**(1/4) ; i**2 + i*r**2 - 0.190607870361157*i*r + 0.202987338598871
8838,0.0,-s + Abs(i - 2*s)**(1/4) ; B0*i*r + i**2*r - i + r**2,-s + Abs(i - 2*s)**(1/4) ; i**2*r - i + r**2
8839,0.0,-s + Abs(B0 + i + s)**(1/4) ; B1 + B2*i*r,-s + Abs(i + s - 0.0374362651039755)**(1/4) ; 0.0105734604303146*i*r + 0.0395332888952757
8840,0.0,B0 - s ; B1*i**2 - r,0.980001473502976 - s ; 0.0331031097686109*i**2 - r
8841,0.0,-s + Abs(s - sqrt(Abs(i)))**(1/4) ; B0 + B1*r - i,-s + Abs(s - sqrt(Abs(i)))**(1/4) ; -i + 0.806162816989615*r + 0.000524524643138583
8842,0.0,-i + Abs(B0*i + s)**(1/4) ; B1 + B2*r + i*r,-i + Abs(1.21855146745551*i + s)**(1/4) ; i*r + 0.0460293829518812*r + 0.00123951739254245
8843,0.0,B0*Abs(s)**(1/4) - s ; B1 + B2*i*r + i**2,-s + 0.984960953139053*Abs(s)**(1/4) ; i**2 + 17.9456286376*i*r + 0.0225139099612072
8844,0.0,B0 + Abs(s - sqrt(Abs(s)))**(1/4) ; B1*r**2 - i,Abs(s - sqrt(Abs(s)))**(1/4) + 0.0412150355137883 ; -i + 0.0515719485063275*r**2
8845,0.0,-s + Abs(B0 - i + s)**(1/4) ; B1 + B2*i + B3*i*r,-s + Abs(-i + s + 0.000158881040380952)**(1/4) ; 0.53943017545428*i*r + 0.112890405177665*i + 0.0344629596723204
8846,0.0,-s ; B0*i*r - i,-s ; 0.0539627348111877*i*r - i
8847,0.0,-s ; B0*r**2 + i*r - r,-s ; i*r + 24.7323576104188*r**2 - r
8848,0.0,-s ; B0 + B1*i*r,-s ; 0.166670091503488*i*r + 0.159789141366609
8849,0.0,-s ; B0 + B1*i*r + i**2,-s ; i**2 - 0.558440004107912*i*r - 3.68624366562781
8850,0.0,-s ; B0*r**2 + i*r - i,-s ; i*r - i - 7.58296454094236*r**2
8851,0.0,i*s - s - sqrt(Abs(i))*Abs(s)**(3/2) ; r,i*s - s - sqrt(Abs(i))*Abs(s)**(3/2) ; r
8852,0.0,i ; sqrt(Abs(i)),i ; sqrt(Abs(i))
8853,0.0,B0 + i ; i + r - sqrt(Abs(r)),i + 0.07499142931386 ; i + r - sqrt(Abs(r))
8854,0.0,-s ; i,-s ; i
8855,0.0,B0 + i - s ; B1*r - 2*i,i - s + 0.938646243380276 ; -2*i - 0.805518928843703*r
8856,0.0,B0 - s - sqrt(Abs(s)) ; sqrt(Abs(i)),-s - sqrt(Abs(s)) + 1.96994950498578 ; sqrt(Abs(i))
8857,0.0,-i - s + sqrt(Abs(s - sqrt(Abs(i)))) ; sqrt(Abs(B0 - i + sqrt(Abs(r)))),-i - s + sqrt(Abs(s - sqrt(Abs(i)))) ; sqrt(Abs(-i + sqrt(Abs(r)) + 0.020000203604465))
8858,0.0,i - s*sqrt(Abs(i)) - s ; B0*sqrt(Abs(i)) + r,i - s*sqrt(Abs(i)) - s ; r - 5.46621627498722*sqrt(Abs(i))
8859,0.0,B0 - s ; B1 - i + sqrt(Abs(i + r)),0.98000001486238 - s ; -i + sqrt(Abs(i + r)) - 0.121421785571678
8860,0.0,B0 + 3*i - s ; sqrt(Abs(2*i + r)),3*i - s + 1.15945553324921 ; sqrt(Abs(2*i + r))
8861,0.0,B0 - 2*s**2 ; i,1.91901630657768 - 2*s**2 ; i
8862,0.0,B0*i + i*s - s ; i,i*s - 5.17880094009706*i - s ; i
8863,0.0,B0 - s + Abs(i)**(3/4)*sqrt(Abs(s)) ; i,-s + Abs(i)**(3/4)*sqrt(Abs(s)) + 0.00563966028999346 ; i
8864,0.0,B0 - 2*i - s ; i,-2*i - s + 0.638527859115944 ; i
8865,0.0,B0 - i - s ; i,-i - s + 0.987639319850251 ; i
8866,0.0,B0 - s - sqrt(Abs(i)) ; i,-s - sqrt(Abs(i)) + 1.12666176355581 ; i
8867,0.0,B0 + B1*i - s ; i,-2.41354160498178*i - s - 0.0102120495073419 ; i
8868,0.0,B0 - i - 2*s ; i,-i - 2*s + 1.97171572869146 ; i
8869,0.0,B0 - 3*s ; i,2.94000000145136 - 3*s ; i
8870,0.0,B0 - 2*i - 2*s ; i,-2*i - 2*s + 1.83500025628585 ; i
8871,0.0,B0 - 2*s - sqrt(Abs(i)) ; i,-2*s - sqrt(Abs(i)) + 2.09487621524291 ; i
8872,0.0,B0 - s ; sqrt(Abs(r)),0.980000000865913 - s ; sqrt(Abs(r))
8873,0.0,B0 + i - s ; sqrt(Abs(i + Abs(i + r)**(1/4))),i - s + 1.28766556012231 ; sqrt(Abs(i + Abs(i + r)**(1/4)))
8874,0.0,i*s - 2*s + Abs(i)**(5/4) ; sqrt(Abs(r)),i*s - 2*s + Abs(i)**(5/4) ; sqrt(Abs(r))
8875,0.0,B0*i + i**2 + i*s ; sqrt(Abs(i**2 + i*r + i)),i**2 + i*s - 0.0297962268075421*i ; sqrt(Abs(i**2 + i*r + i))
8876,0.0,i - sqrt(Abs(i)) ; sqrt(Abs(i)),i - sqrt(Abs(i)) ; sqrt(Abs(i))
8877,0.0,B0 - s ; sqrt(Abs(B1 - sqrt(Abs(r)))),0.980000000020816 - s ; sqrt(Abs(sqrt(Abs(r)) - 3.43625828554643))
8878,0.0,i*sqrt(Abs(s)) - sqrt(Abs(s)) ; sqrt(Abs(r)),i*sqrt(Abs(s)) - sqrt(Abs(s)) ; sqrt(Abs(r))
8879,0.0,B0 + 2*i ; sqrt(Abs(r)),2*i - 0.0399999998841735 ; sqrt(Abs(r))
8880,0.0,i*sqrt(Abs(s - sqrt(Abs(i - s)))) - s ; sqrt(Abs(r)),i*sqrt(Abs(s - sqrt(Abs(i - s)))) - s ; sqrt(Abs(r))
8881,0.0,B0 - i*s - s**2 ; sqrt(Abs(r)),-i*s - s**2 + 0.97999998707479 ; sqrt(Abs(r))
8882,0.0,B0*i + s + Abs(i)**(3/2) ; sqrt(Abs(r)),s + Abs(i)**(3/2) ; sqrt(Abs(r))
8883,0.0,-s + sqrt(Abs(B0 + i)) ; sqrt(Abs(i)),-s + sqrt(Abs(i + 0.983767653152305)) ; sqrt(Abs(i))
8884,0.0,-s + sqrt(Abs(B0*i + i*s)) ; B1 + r + sqrt(2)*sqrt(Abs(r)),-s + sqrt(Abs(i*s + 6.78442590973246*i)) ; r + sqrt(2)*sqrt(Abs(r)) + 0.000145301821811866
8885,0.0,i - sqrt(Abs(s)) ; B0 + sqrt(Abs(B1 - r)),i - sqrt(Abs(s)) ; sqrt(Abs(r + 6.98432236074686)) - 3.77948280909508
8886,0.0,B0 + s ; r + sqrt(Abs(B1 + Abs(r)**(3/2))),s + 0.000790228756135238 ; r + sqrt(Abs(Abs(r)**(3/2) - 2.7774814990683e-12))
8887,0.0,-i - 2*s + sqrt(Abs(i)) ; B0 + i,-i - 2*s + sqrt(Abs(i)) ; i + 199.486605419918
8888,0.0,i ; B0 + i - r + sqrt(Abs(i)),i ; i - r + sqrt(Abs(i)) - 0.187222355908527
8889,0.0,i - sqrt(Abs(i**2 - i*s)) ; B0 + r,i - sqrt(Abs(i**2 - i*s)) ; r - 0.0504376545262969
8890,0.0,B0 - sqrt(2)*sqrt(Abs(i)) ; i + 2*r - sqrt(Abs(i)),-sqrt(2)*sqrt(Abs(i)) + 2.25282821594995 ; i + 2*r - sqrt(Abs(i))
8891,0.0,B0 - s ; 2*i,0.979999986016858 - s ; 2*i
8892,0.0,B0 - i ; i + 3*r**2,0.000307093227163381 - i ; i + 3*r**2
8893,0.0,B0 + B1*i - i**2*s ; B2*i**2 + i,-i**2*s - 1.58133415575565*i + 0.396613753688749 ; 0.507073752182447*i**2 + i
8894,0.0,-i**2 + 2*i + s ; i + 2**(1/4)*sqrt(Abs(i)),-i**2 + 2*i + s ; i + 2**(1/4)*sqrt(Abs(i))
8895,0.0,B0*i**2 + B1*i*s - s ; B2 + i,-0.0171361932882662*i**2 - 0.0341232417660799*i*s - s ; i - 0.0206596524406081
8896,0.0,i**3 - i*s - s ; i**3 + i**2*r + i,i**3 - i*s - s ; i**3 + i**2*r + i
8897,0.0,i*sqrt(Abs(B0 + s)) - s ; i + sqrt(Abs(i)),i*sqrt(Abs(s - 4.87507675802183)) - s ; i + sqrt(Abs(i))
8898,0.0,-s + Abs(i)**(3/4) ; B0 + 2*i - r,-s + Abs(i)**(3/4) ; 2*i - r + 198.325512967761
8899,0.0,i*Abs(s)**(1/4) - s ; i + r,i*Abs(s)**(1/4) - s ; i + r
8900,0.0,i*sqrt(Abs(s)) - s + Abs(s)**(3/2) ; B0 + i**2,i*sqrt(Abs(s)) - s + Abs(s)**(3/2) ; i**2 + 0.00341835576306341
8901,0.0,-s*sqrt(Abs(i)) - s + Abs(i)**(3/2) ; B0*sqrt(Abs(r)) + i - Abs(r)**(3/2),-s*sqrt(Abs(i)) - s + Abs(i)**(3/2) ; i - Abs(r)**(3/2) - 0.563495688963749*sqrt(Abs(r))
8902,0.0,B0 + B3*sqrt(Abs(B1 + B2*i)) ; i + r*sqrt(Abs(i)),0.00272982155761267*sqrt(Abs(73.2823762045017*i + 0.313520083946756)) + 0.00555826295248444 ; i + r*sqrt(Abs(i))
8903,0.0,B0 + B1*sqrt(Abs(s)) - i ; i + r*sqrt(Abs(i)),-i + 87.7880388585252*sqrt(Abs(s)) + 6.95762321073801 ; i + r*sqrt(Abs(i))
8904,0.0,B0*i*s**2 - s ; B1*r + i,-0.000320537952130905*i*s**2 - s ; i + 0.31117232777485*r
8905,0.0,B0 + B1*i**2 - s ; B2 + i,0.0272242049168766*i**2 - s - 0.36255603476499 ; i - 10.4875064821371
8906,0.0,B0*i - s ; B1 + i,-2.48597621047358*i - s ; i + 0.0944262860101738
8907,0.0,B0*i - s ; B1*i,-0.665927393952845*i - s ; 2.67593989268764*i
8908,0.0,B0 + B1*i - s ; B2 + i,-2.493629607581*i - s + 0.0103071972161862 ; i - 0.0894915429369279
8909,0.0,B0 + B1*i - s ; B2*Abs(i)**(1/4) + i,-2.13436125263213*i - s + 0.114591792112328 ; i + 6.84145285797398*Abs(i)**(1/4)
8910,0.0,B0*i - s ; B1*sqrt(Abs(r)) + i,-2.26765518380698*i - s ; i - 2.41234166859989*sqrt(Abs(r))
8911,0.0,B0*i - s**2 ; B1 + i,-0.163363217636081*i - s**2 ; i + 42.8607809025746
8912,0.0,B0 - i + s ; B1 + 2*r + sqrt(Abs(r)),-i + s - 0.708429422697498 ; 2*r + sqrt(Abs(r)) - 0.125069259942779
8913,0.0,B0 + s**2 - s ; -i + r,s**2 - s - 0.0402942760842872 ; -i + r
8914,0.0,i - 2*s ; i,i - 2*s ; i
8915,0.0,B0*i - s ; i,-2.38458906843592*i - s ; i
8916,0.0,B0*i - s + sqrt(Abs(i)) ; i,-2.35012186900819*i - s + sqrt(Abs(i)) ; i
8917,0.0,i**2*s + i*s + i - s ; i,i**2*s + i*s + i - s ; i
8918,0.0,B0 + i + Abs(i)**(3/2) ; i,i + Abs(i)**(3/2) + 62.7713248550511 ; i
8919,0.0,2*i*s - s**2 ; i,2*i*s - s**2 ; i
8920,0.0,B0*i*s - s**2 ; i,-1.94517504365941*i*s - s**2 ; i
8921,0.0,B0 - i*s + i + s**2 ; i,-i*s + i + s**2 - 0.0257275786068547 ; i
8922,0.0,B0 - 2*i*s + s**2 ; i,-2*i*s + s**2 + 0.970675563238544 ; i
8923,0.0,B0*s - i*s - i + s**2 ; i,-i*s - i + s**2 - 0.00360126368711741*s ; i
8924,0.0,B0*i*s + i ; B1 + i + 2*r**2,-0.31547784586948*i*s + i ; i + 2*r**2 + 0.0268804804195198
8925,0.0,B0 - i ; -i**2 + r + sqrt(Abs(i)),0.142885816903487 - i ; -i**2 + r + sqrt(Abs(i))
8926,0.0,-s + sqrt(Abs(B0*i*s + s**2)) ; B1 - i,-s + sqrt(Abs(0.158250071082985*i*s - s**2)) ; 0.0184162217507926 - i
8927,0.0,B0 + i - s*sqrt(Abs(B1 - s)) ; i - r,i - s*sqrt(Abs(s - 2.7945281175058)) + 1.30548645441776 ; i - r
8928,0.0,B0 + i - sqrt(Abs(B1 + s)) ; r - sqrt(Abs(i)),i - sqrt(Abs(s - 6.44528422867879)) - 8.4717056643769 ; r - sqrt(Abs(i))
8929,0.0,B0 - i - s ; B1 + B2*i - Abs(i)**(3/2),-i - s + 0.264504074512925 ; 0.708225603013719*i - Abs(i)**(3/2) + 2.87729972892766
8930,0.0,B0*i**2*s + s ; B1 + sqrt(Abs(i + Abs(i)**(3/2))),0.00186121176007492*i**2*s + s ; sqrt(Abs(i + Abs(i)**(3/2))) + 0.0173044939066221
8931,0.0,B0 + 2*i ; B1*i + B1*r**2,2*i - 0.0394474722694512 ; 0.027626155305707*i + 0.027626155305707*r**2
8932,0.0,B0 - s ; B1 + i - r**2,0.979669006796567 - s ; i - r**2 - 0.033733397719036
8933,0.0,i - s**3 - s**2 - s ; r + sqrt(Abs(i)) - sqrt(Abs(r)),i - s**3 - s**2 - s ; r + sqrt(Abs(i)) - sqrt(Abs(r))
8934,0.0,i - s**2 + sqrt(Abs(i)) ; 2*i,i - s**2 + sqrt(Abs(i)) ; 2*i
8935,0.0,B0 + s ; B1 - i,s - 0.600966951455692 ; 0.209516524178052 - i
8936,0.0,B0 - s ; B1 + i - r + Abs(i)**(1/8),0.980000000512359 - s ; i - r + Abs(i)**(1/8) - 0.906199115008045
8937,0.0,B0 - 2*s ; B1 + i + sqrt(Abs(i - Abs(i)**(1/4))),1.96000000003232 - 2*s ; i + sqrt(Abs(i - Abs(i)**(1/4))) - 1.1474688145833
8938,0.0,i*sqrt(Abs(B0 + sqrt(Abs(i)))) - s ; B1 + i - r + Abs(i)**(1/4),i*sqrt(Abs(sqrt(Abs(i)) - 0.898748028221083)) - s ; i - r + Abs(i)**(1/4) - 5.35311848024206
8939,0.0,i*sqrt(Abs(s)) - sqrt(Abs(i)) ; B0 + B1*i - r,i*sqrt(Abs(s)) - sqrt(Abs(i)) ; 12.23345654115*i - r + 0.549794220268478
8940,0.0,i*s - s*sqrt(Abs(i)) - s ; B0 + B1*r**2 + i,i*s - s*sqrt(Abs(i)) - s ; i - 0.272643055232926*r**2 - 2.0873261164311
8941,0.0,B0 + B1*i + B2*i**3 ; -2*i + 2*r + sqrt(Abs(i)),-0.421911262566251*i**3 - 1.93625996817061*i + 0.498341875074285 ; -2*i + 2*r + sqrt(Abs(i))
8942,0.0,2**(1/4)*i*sqrt(Abs(s)) - s ; B0 + B1*i*r + i,2**(1/4)*i*sqrt(Abs(s)) - s ; 1.52430524606158*i*r + i - 1.43875167004548
8943,0.0,B0 + B1*i + B2*i*s ; B3 + 2*r,-0.00312367504368899*i*s - 3.7411721339755*i + 77.9450738228111 ; 2*r + 0.0106459232363205
8944,0.0,B0 + B1*i - s ; B2 + 3*i,-0.0894937555000382*i - s - 4.2035680560589 ; 3*i - 8.90126661096566
8945,0.0,B0*i**3 + B0*i**2*s - i ; -i + r + sqrt(Abs(B1 + 2*r)),-0.000287789785299015*i**3 - 0.000287789785299015*i**2*s - i ; -i + r + sqrt(Abs(2*r + 4.74018561811955e-5))
8946,0.0,B0 + B1*s ; B2 - i + r,0.223673161423269 - 0.213225032839608*s ; -i + r + 0.0282341814479642
8947,0.0,B0 + i*s - s ; B1 - i,i*s - s + 5.23137810371755 ; 2.4777512371472 - i
8948,0.0,-i*s - s + Abs(i)**(3/2) ; B0*r - i,-i*s - s + Abs(i)**(3/2) ; -i + 0.00566855112846587*r
8949,0.0,B0*i + B1*i*sqrt(Abs(s)) - s ; B2 + i*r**2 - i + r,51.7431610139098*i*sqrt(Abs(s)) + 39.6878946343481*i - s ; i*r**2 - i + r + 19.1206119553422
8950,0.0,B0 + B1*i ; B2 - i + r,6.60490981030886 - 4.00055420823186*i ; -i + r + 3.96588396205881
8951,0.0,B0 - i ; -i*r - i + 2*r,1.71086738671589 - i ; -i*r - i + 2*r
8952,0.0,-i**2 + i*s - i ; B0 - i - r,-i**2 + i*s - i ; -i - r + 0.0180861779870338
8953,0.0,B0*sqrt(Abs(i)) - s*sqrt(Abs(i)) - s ; -i,-s*sqrt(Abs(i)) - s + 2.65958144549072*sqrt(Abs(i)) ; -i
8954,0.0,B0 + B1*s ; -i + Abs(r)**(1/8),90.9453569400433*s + 100.475072349688 ; -i + Abs(r)**(1/8)
8955,0.0,B0*i + B1*i**2*sqrt(Abs(s)) - s ; B2 + 2*i,0.00142993104642436*i**2*sqrt(Abs(s)) - 0.551308775064577*i - s ; 2*i - 2.69422265171261
8956,0.0,B0 + i**4*s + i**4 ; B1 - i - r,i**4*s + i**4 + 0.000701175753297861 ; -i - r + 0.0383598378881632
8957,0.0,-2*i**3 + i**2*s - i ; B0 + i + r,-2*i**3 + i**2*s - i ; i + r + 0.000815253078208625
8958,0.0,B0 + B1*s + B2*i*s ; B3 - 2*i + r,-0.243620345444832*i*s + 0.763834541194974*s + 0.121843036927355 ; -2*i + r + 0.493557712940515
8959,0.0,s*Abs(i)**(3/2) - s ; B0 + i**2 - i*r - i,s*Abs(i)**(3/2) - s ; i**2 - i*r - i - 0.943069173328331
8960,0.0,B0*i**2*s - i ; B1 + B2*sqrt(Abs(r)) - i + r,0.67565769114375*i**2*s - i ; -i + r - 0.758174248191292*sqrt(Abs(r)) + 7.41612362853517
8961,0.0,B0*i*s - s ; B1 + i,-0.0368736705057858*i*s - s ; i - 8.75046841542988
8962,0.0,B0 + Abs(i)**(5/2) ; B1 - i + r - sqrt(Abs(r)),Abs(i)**(5/2) + 0.00411998425884138 ; -i + r - sqrt(Abs(r)) + 0.137682543245138
8963,0.0,-i**2*s - s + Abs(i)**(5/2) ; B0 + i - r - sqrt(Abs(i)),-i**2*s - s + Abs(i)**(5/2) ; i - r - sqrt(Abs(i)) - 1.25161451852997
8964,0.0,B0*i*Abs(s)**(3/2) - s ; B1 + B2*sqrt(Abs(i)),-0.00260432952011111*i*Abs(s)**(3/2) - s ; 0.253725754924468 - 5.56754902049786*sqrt(Abs(i))
8965,0.0,B0*i + B1*i**2 - s ; B2 + 2*i,0.0369512026943865*i**2 + 0.357959995139398*i - s ; 2*i + 0.00382087379908794
8966,0.0,i**2*s - s ; B0 + r,i**2*s - s ; r + 1.75428423721748e-6
8967,0.0,i**3 - s ; B0 - i + r,i**3 - s ; -i + r - 0.936284466999568
8968,0.0,B0 + B1*i*s ; r - sqrt(Abs(B2 + i)),0.13471404397706*i*s + 0.537148947881338 ; r - sqrt(Abs(i - 0.457404521341896))
8969,0.0,B0*i - s ; B1*i*r - 2*i + r,-0.950999220104396*i - s ; 1.93487869053447*i*r - 2*i + r
8970,0.0,B0*i ; B1 - i,-0.0933936209436759*i ; 0.018132127583886 - i
8971,0.0,B0*i**2 - i ; B1 + 2*r,0.00764613309332834*i**2 - i ; 2*r - 6.20821277342866e-12
8972,0.0,B0 + B1*i*s ; B2 - i,-0.0197398278841338*i*s + 0.00575718351724887 ; 0.0253723639434166 - i
8973,0.0,B0 + B1*i**2 ; B2 - i + r,0.0499626472412282*i**2 + 0.0527393161287301 ; -i + r + 0.0464139290094189
8974,0.0,B0 + B1*i**3 ; -2*i + sqrt(Abs(r)),0.0560906290640332 - 0.0120617767196867*i**3 ; -2*i + sqrt(Abs(r))
8975,0.0,B0*i*s**2 - s ; B1 + 2*r,-0.0757986779266241*i*s**2 - s ; 2*r + 5.32675920461518e-7
8976,0.0,B0*i ; B1 - 2*i,-7.3126294954384*i ; 10.5899771971992 - 2*i
8977,0.0,B0 + B1*i**3 ; B2 + B3*sqrt(Abs(i)) - i + r,0.0487446547834731*i**3 + 0.0111613049843969 ; -i + r + 0.201230321454039*sqrt(Abs(i)) - 0.00548141479761854
8978,0.0,B0 + B1*i**2*s ; B2 + B3*r,0.0467230285782634*i**2*s + 0.101773361785208 ; 0.138795147194697*r + 7.81178167907065e-5
8979,0.0,B0 + B1*i**2 ; B2 - i*r - i + r,6.31808316898965 - 0.663229512739679*i**2 ; -i*r - i + r + 0.342573931668426
8980,0.0,B0 + B1*i*s**2 ; B2 - i*r - i + r,0.053741240553949*i*s**2 - 0.0252620638596112 ; -i*r - i + r + 0.00768965974448192
8981,0.0,B0*i - s ; B1 - i*r - i,-1.41947959282861*i - s ; -i*r - i - 1.74200882706343
8982,0.0,B0*i**2*s - s ; B1 - i*r - i + r,0.139019237700194*i**2*s - s ; -i*r - i + r + 27.2383575285169
8983,0.0,B0 + B1*i**2*s ; B2 - i*r + r,0.0558129824180122*i**2*s + 1.45055118801916 ; -i*r + r - 1.95494740161398
8984,0.0,B0 + B1*i**3 ; B2 - i*r - i + r,-0.258554658044947*i**3 - 30.3523737676976 ; -i*r - i + r + 31.5203537198581
8985,0.0,B0*i**2 - s ; B1 - i*r,3.05846166534082*i**2 - s ; -i*r + 1.49124541381602
8986,0.0,B0*i**2*s - s ; B1 - i*r,1.6506352418613*i**2*s - s ; -i*r + 0.06356771348014
8987,0.0,-i + s + sqrt(Abs(B0 + s)) ; B1 + r,-i + s + sqrt(Abs(s + 0.0118996796718546)) ; r - 3.13060411174577e-12
8988,0.0,B0 + 3*i + s ; r,3*i + s - 1.03999999976878 ; r
8989,0.0,B0 + 3*i + s ; i,3*i + s - 1.00103221433449 ; i
8990,0.0,i**3 + 2*i ; i,i**3 + 2*i ; i
8991,0.0,B0 + i + s ; B1 + r*sqrt(Abs(B2*i - i**2)),i + s - 0.93926788396285 ; r*sqrt(Abs(i**2 + 1.10189703279411*i)) + 0.000385882234678209
8992,0.0,B0 + i + 2*s ; B1 + B2*sqrt(Abs(i)) + r,i + 2*s - 0.0571615242750708 ; r - 0.0098463064309885*sqrt(Abs(i)) + 0.0088885679618819
8993,0.0,i + s**4 + s ; sqrt(Abs(i)),i + s**4 + s ; sqrt(Abs(i))
8994,0.0,2*i ; r,2*i ; r
8995,0.0,s + 2*sqrt(Abs(s)) ; r,s + 2*sqrt(Abs(s)) ; r
8996,0.0,B0 + 2*i + s ; r,2*i + s - 1.01999999968397 ; r
8997,0.0,i - s + sqrt(Abs(i)) + sqrt(Abs(s)) ; r,i - s + sqrt(Abs(i)) + sqrt(Abs(s)) ; r
8998,0.0,2*i + sqrt(3)*sqrt(Abs(s)) ; r,2*i + sqrt(3)*sqrt(Abs(s)) ; r
8999,0.0,i + s + Abs(B0 + i*s)**(1/4) ; r,i + s + Abs(i*s - 0.179579495349758)**(1/4) ; r
9000,0.0,i + sqrt(Abs(s)) ; r,i + sqrt(Abs(s)) ; r
9001,0.0,2*i + sqrt(Abs(s)) ; r,2*i + sqrt(Abs(s)) ; r
