rank,reward,equations,equations_with_constants
1,0.9260546839350993,B0*i*s ; B1 + B2*r,0.237430385980856*i*s ; -1.39153782074891*r - 0.0329605781132564
1436,0.8661516818793142,B0 + B1*s**2 ; B2*sqrt(Abs(r)),0.0356030655480773*s**2 + 0.00459718452765684 ; 0.00016078445744819*sqrt(Abs(r))
1437,0.866151660758234,B0 + B1*s**2 ; sqrt(Abs(i)),0.0355616272608634*s**2 + 0.00460119549386402 ; sqrt(Abs(i))
1438,0.8661516585589625,B0 + B1*s**2 ; sqrt(Abs(i + Abs(i)**(3/2))),0.0355594525406003*s**2 + 0.00460146346398675 ; sqrt(Abs(i + Abs(i)**(3/2)))
1439,0.8661516538656933,B0 + B1*s**2 ; sqrt(Abs(r)),0.0355552435167576*s**2 + 0.00460230138350269 ; sqrt(Abs(r))
1440,0.8661516445927135,B0 + B1*s**2 ; i,0.0356666789368674*s**2 + 0.00458024560001046 ; i
1441,0.8661516282851418,B0 + B1*s**2 ; B2 + sqrt(Abs(r)),0.0355486057792253*s**2 + 0.00458697999530759 ; sqrt(Abs(r)) + 0.000736633139239477
1442,0.8661515892595469,B0 + B1*s**2 ; r,0.0355151537536809*s**2 + 0.00461030176826494 ; r
1443,0.8660555930442341,B0*i*s - i**2*s ; B1*i + i**2 - i*r,-i**2*s + 0.740315130097047*i*s ; i**2 - i*r + 0.427985922962152*i
1444,0.8659789860004315,s*sqrt(Abs(B0*i + i*s)) ; i + Abs(i)**(3/2)*sqrt(Abs(r)),s*sqrt(Abs(i*s - 0.923107772912879*i)) ; i + Abs(i)**(3/2)*sqrt(Abs(r))
1445,0.8659384972296961,B0*sqrt(Abs(i))*Abs(s)**(1/4) ; i*sqrt(Abs(r)) + i,0.235080179006069*sqrt(Abs(i))*Abs(s)**(1/4) ; i*sqrt(Abs(r)) + i
1446,0.8659129675092635,B1*sqrt(Abs(B0 + s**2)) ; B2*i**2,0.0426393438734547*sqrt(Abs(s**2 - 0.012194159653015)) ; 0.459795041263287*i**2
1447,0.8659128377950035,B1*sqrt(Abs(B0 + s**2)) ; -r + Abs(r)**(1/4),0.0425597664092273*sqrt(Abs(s**2 - 0.0134861216210851)) ; -r + Abs(r)**(1/4)
1448,0.8659114222318448,B0*s**2*sqrt(Abs(i)) ; B1*i**3*r,0.11841629758358*s**2*sqrt(Abs(i)) ; 0.0371799606320456*i**3*r
1449,0.8659084447558777,B1*sqrt(Abs(B0 + s**2)) ; B2*i,0.0426133726349506*sqrt(Abs(s**2 - 0.0112819033604402)) ; 0.191762884625983*i
1450,0.8658856859349334,B0*i**2 + i**2*s ; i*sqrt(Abs(B1*i + B2)),i**2*s + 0.0057074922755178*i**2 ; i*sqrt(Abs(6.23661536698871*i + 8.39167715014851))
1451,0.8658613994687747,B1*sqrt(Abs(B0 + sqrt(Abs(i)))) ; (i + r)**2,0.010071133662348*sqrt(Abs(sqrt(Abs(i)) - 5.32303281578498)) ; (i + r)**2
1452,0.86584842600294,B2*Abs(B0 + sqrt(Abs(B1 + i)))**(1/4) ; B3*i,0.0243926316861193*Abs(sqrt(Abs(i - 14.1344795068739)) - 9.26634459048688)**(1/4) ; -0.271011197185502*i
1453,0.8658403700270779,B0 + B1*i + B1*s ; B2 + r,0.000142534595840368*i + 0.000142534595840368*s + 0.0212066205637731 ; r + 3.22600700203313e-10
1454,0.8658362703097943,s*sqrt(Abs(B0 + Abs(i)**(3/2))) ; B1*i + i**2,s*sqrt(Abs(Abs(i)**(3/2) - 0.00434657404103534)) ; i**2 + 1.39674276322098*i
1455,0.8658089347516357,B0*sqrt(Abs(i))*Abs(s)**(3/2) ; 2*i**2,0.131826804486359*sqrt(Abs(i))*Abs(s)**(3/2) ; 2*i**2
1456,0.86580875080891,B0*s + B1*sqrt(Abs(i - s)) ; B2 + i,0.18877368023403*s - 0.211877655776077*sqrt(Abs(i - s)) ; i - 0.437438098121574
1457,0.8657685359661765,B0*i*sqrt(Abs(s)) ; B1 + i**4,0.0685174446854103*i*sqrt(Abs(s)) ; i**4 - 0.0621868428214371
1458,0.8657659018938663,s*Abs(B0 - i + 2*s)**(1/4) ; B1*i,s*Abs(-i + 2*s + 59.7659740366318)**(1/4) ; -0.157227018352396*i
1459,0.8657376575999913,B0*i + i**2 ; B1 + i**2*r + i**2,i**2 - 0.152468415727845*i ; i**2*r + i**2 - 0.0507602415231248
1460,0.8656981803333216,B0*s*Abs(i)**(1/4) ; 2*r + sqrt(Abs(B1 + sqrt(Abs(r)))),0.0173757221421131*s*Abs(i)**(1/4) ; 2*r + sqrt(Abs(sqrt(Abs(r)) - 8.45615999162743e-12))
1461,0.8655601582964338,B0 + B1*i*s + B1*i ; B2 + B3*i + B4*r,-0.000608035944842533*i*s - 0.000608035944842533*i - 0.0445665748330741 ; 0.338164403718762*i + 0.1243746933404*r + 22.7381679304654
1462,0.8655537493801209,B0 + s*Abs(B1 - i + s)**(1/4) ; -i - r + sqrt(Abs(B2 + i)),s*Abs(i - s + 41.1438296066205)**(1/4) + 10.7921647017167 ; -i - r + sqrt(Abs(i + 20.3637004501308))
1463,0.8655507337088942,B0 + B1*Abs(i)**(1/4) ; r**2,0.0830235172456544 - 0.0773118139642927*Abs(i)**(1/4) ; r**2
1464,0.8655272116575872,s*sqrt(Abs(B0*i + i*s)) ; B1*i,s*sqrt(Abs(i*s - 0.887410264006901*i)) ; 0.908231349017145*i
1465,0.8655165015367259,B0*s ; sqrt(Abs(r))*Abs(B1 - r)**(1/4),0.0431656592628748*s ; sqrt(Abs(r))*Abs(r - 0.0134388041670051)**(1/4)
1466,0.8655165015365769,B0*s ; B1 + r - sqrt(Abs(B2 + i)),0.0431652837237428*s ; r - sqrt(Abs(i + 0.0379086623667715)) + 0.000151562477871159
1467,0.8655165015344423,B0*s ; B1 + i - r + sqrt(Abs(i)),0.0431658739820695*s ; i - r + sqrt(Abs(i)) + 0.768510971932841
1468,0.865516501530321,B0*s ; B1 - i - r + sqrt(Abs(r)),2.7218944419398*s ; -i - r + sqrt(Abs(r)) + 0.00767659756741878
1469,0.8655165015242722,B0*s ; sqrt(Abs(B1 - 2*i + r)),0.0431646468516779*s ; sqrt(Abs(-2*i + r + 0.00599065339271161))
1470,0.8655165015198869,B0*s ; i + r + sqrt(Abs(B1 - i)),0.043166447669163*s ; i + r + sqrt(Abs(i - 0.302757052906144))
1471,0.8655165015120291,B0*s ; B1 - sqrt(Abs(B2 + B3*r)),0.043164319069824*s ; 0.00362525710007081 - sqrt(Abs(14.6831518206658*r + 0.0684640976705574))
1472,0.8655165015109434,B0*s ; B1 - i - sqrt(Abs(B2 + i)),0.0431666698788796*s ; -i - sqrt(Abs(i + 0.0108460417089162)) + 0.0014978105049781
1473,0.8655165015059346,B0*s ; B1*i + B2*sqrt(Abs(r)),0.0431641864573655*s ; 0.0230566815910331*i + 9.98689442897805*sqrt(Abs(r))
1474,0.8655165014866161,B0*s ; sqrt(Abs(B1 - i*r + r)),0.0431638352173819*s ; sqrt(Abs(-i*r + r + 30.6238461733714))
1475,0.8655165014700323,B0*s ; B1*sqrt(Abs(i)) + 2*i,0.0431635848807252*s ; 2*i + 0.272422562570778*sqrt(Abs(i))
1476,0.8655165014668629,B0*s ; B1 - 2*r + sqrt(Abs(r)),0.043163540708087*s ; -2*r + sqrt(Abs(r)) + 0.924752421647829
1477,0.8655165014648936,B0*s ; B1 + 2*r - sqrt(Abs(r)),0.0431674504980176*s ; 2*r - sqrt(Abs(r)) + 0.00715193956378226
1478,0.8655165013891638,B0*s ; B1 + B2*sqrt(Abs(r)) + r,0.0431626668166444*s ; r + 0.00146929061021952*sqrt(Abs(r)) + 0.00276104498697271
1479,0.8655165013733225,B0*s ; sqrt(Abs(B1*i + i**2)),0.0431625201226268*s ; sqrt(Abs(i**2 + 0.00225301470001811*i))
1480,0.8655165013703909,B0*s ; sqrt(Abs(B1 + B2*r + i)),0.0431684705352987*s ; sqrt(Abs(i + 18.6868836304774*r + 1.86955889690329))
1481,0.8655165013674906,B0*s ; sqrt(Abs(B1 + 3*r)),0.0431684963863607*s ; sqrt(Abs(3*r + 0.00122752260481965))
1482,0.8655165012948762,B0*s ; sqrt(Abs(B1 - i + 2*r)),0.0431618807020726*s ; sqrt(Abs(-i + 2*r + 0.588875292424306))
1483,0.8655165012652133,B0*s ; B1 - i + r + sqrt(Abs(r)),0.0431616667390208*s ; -i + r + sqrt(Abs(r)) + 0.0390584258408699
1484,0.8655165012584333,B0*s ; sqrt(Abs(B1 + B2*i + r)),0.0431693448504896*s ; sqrt(Abs(0.232699480214808*i + r + 0.0531920349594769))
1485,0.8655165012363034,B0*s ; i + sqrt(Abs(B1*r + i)),0.0431694951877829*s ; i + sqrt(Abs(i + 0.202259384746508*r))
1486,0.8655165010868339,B0*s ; B1 + i + r + sqrt(Abs(r)),0.0431605729350842*s ; i + r + sqrt(Abs(r)) + 0.000121402047739739
1487,0.8655165010131304,B0*s ; B3*sqrt(Abs(B1 + B2*i)),0.0431601865504676*s ; 0.0132275151315695*sqrt(Abs(0.00254546080687016*i + 0.00468456352790889))
1488,0.865516500930374,B0*s ; sqrt(Abs(B1 + B2*i - r)),0.0431597838485416*s ; sqrt(Abs(0.000483461620688451*i - r + 0.125277418476727))
1489,0.8655165009241756,B0*s ; sqrt(Abs(B1*i*r + i)),0.0431712096656956*s ; sqrt(Abs(0.129382294451637*i*r + i))
1490,0.8655165008817447,B0*s ; B1 - i + r + sqrt(Abs(i)),0.043159559972918*s ; -i + r + sqrt(Abs(i)) + 0.284997659466462
1491,0.8655165007104965,B0*s ; B1*sqrt(Abs(i)) - Abs(i)**(3/2),0.0431588313254637*s ; -Abs(i)**(3/2) + 0.481910530812952*sqrt(Abs(i))
1492,0.8655165006106206,B0*s ; B1 + i - r + sqrt(Abs(r)),0.0431584410918101*s ; i - r + sqrt(Abs(r)) + 0.000138752691581655
1493,0.8655165006078274,B0*s ; sqrt(Abs(i))*Abs(B1 + i)**(1/4),0.0431725341389938*s ; sqrt(Abs(i))*Abs(i + 6.69992802609315)**(1/4)
1494,0.8655164992564542,B0*s ; B1 + B2*r + sqrt(Abs(i)),0.0431544359838365*s ; 0.000659181367595425*r + sqrt(Abs(i)) + 0.00061126865836536
1495,0.8655164988115831,B0*s ; sqrt(Abs(B1*i + 2*r)),0.0431534067400812*s ; sqrt(Abs(0.000153731330869034*i + 2*r))
1496,0.8655164978118111,B0*s ; B1*sqrt(Abs(i + 2*r)),0.0431513649317821*s ; 45.1072892683416*sqrt(Abs(i + 2*r))
1497,0.8655164328394839,s*sqrt(Abs(B0 + i + s)) ; i**2*r,s*sqrt(Abs(i + s - 1.00185802997941)) ; i**2*r
1498,0.8655164301033568,B0*s*sqrt(Abs(i + s)) ; r,0.0432273180034355*s*sqrt(Abs(i + s)) ; r
1499,0.8655164287730087,B0*s ; -sqrt(Abs(i))*sqrt(Abs(r)) + sqrt(Abs(r)),0.0432278912904967*s ; -sqrt(Abs(i))*sqrt(Abs(r)) + sqrt(Abs(r))
1500,0.8655164254796847,B0*s ; 2*i + r - sqrt(Abs(i)),0.0432292883447848*s ; 2*i + r - sqrt(Abs(i))
1501,0.8655164254322154,B0*s ; i*r - i*sqrt(Abs(r)),2.72185183904317*s ; i*r - i*sqrt(Abs(r))
1502,0.8655164252695577,B0*sqrt(Abs(i*s - s)) ; r,0.043229376446436*sqrt(Abs(i*s - s)) ; r
1503,0.8655164241168987,B0*s ; i + r - sqrt(Abs(i + r)),2.72185147585564*s ; i + r - sqrt(Abs(i + r))
1504,0.865516416338889,B0*s ; i + r - sqrt(Abs(i - r)),0.0432330147945979*s ; i + r - sqrt(Abs(i - r))
1505,0.8655163911637976,B0*s ; sqrt(Abs(i*r + 2*r)),0.043242350355851*s ; sqrt(Abs(i*r + 2*r))
1506,0.8655163858923759,B0*s ; i + 2*r - sqrt(Abs(r)),0.0430868488428376*s ; i + 2*r - sqrt(Abs(r))
1507,0.86551635646685,B0*s ; sqrt(Abs(r))*Abs(i + r)**(1/4),0.0432536120947417*s ; sqrt(Abs(r))*Abs(i + r)**(1/4)
1508,0.8654552216889486,B0*s**2*sqrt(Abs(i - s)) ; sqrt(Abs(i - sqrt(Abs(r)))),0.0129623233298956*s**2*sqrt(Abs(i - s)) ; sqrt(Abs(i - sqrt(Abs(r))))
1509,0.8653659806834786,B0*i*s ; -r + sqrt(Abs(B1*sqrt(Abs(i)) - i)),-0.000534751355789139*i*s ; -r + sqrt(Abs(i - 993.791847443249*sqrt(Abs(i))))
1510,0.8653650083413337,B0 + B1*i**2 ; sqrt(Abs(B2*r + r*sqrt(Abs(i)))),0.0406132676222805 - 0.0345561031461169*i**2 ; sqrt(Abs(r*sqrt(Abs(i)) + 0.134161585790931*r))
1511,0.8652665977855982,s*sqrt(Abs(B0*s + B1*i)) ; B2 + i,s*sqrt(Abs(0.0718405582422081*i - 0.00706053822222581*s)) ; i - 0.0776889905590157
1512,0.8652102455708331,B0*i**2 ; B1 + B2*i,3.11825217378052*i**2 ; 3.12009764713457*i - 0.163256752606072
1513,0.8651383988524394,B0*i*s ; i + Abs(i)**(3/2),1.34761814855897*i*s ; i + Abs(i)**(3/2)
1514,0.8650879216063726,B1*sqrt(Abs(B0 - i + s)) ; B2*sqrt(Abs(i)) + i*r,0.0298328888035073*sqrt(Abs(-i + s + 0.00303572442801131)) ; i*r + 0.0691321133545226*sqrt(Abs(i))
1515,0.865013423197131,B0*s - i*s - s**2 ; B1 - i*r + i - r,-i*s - s**2 + 1.10674135510722*s ; -i*r + i - r - 0.336408834045669
1516,0.8649992790761363,B0*i + B0*s ; B1 + i + r,0.00667936156779893*i + 0.00667936156779893*s ; i + r - 0.252389986814642
1517,0.8649049285348631,B0*s**2 ; sqrt(Abs(B1 - r + sqrt(Abs(i)))),0.0402660862505*s**2 ; sqrt(Abs(-r + sqrt(Abs(i)) + 0.0137152576039242))
1518,0.8649049285068962,B0*s**2 ; sqrt(Abs(r - sqrt(Abs(B1 - i)))),0.0402654995078425*s**2 ; sqrt(Abs(r - sqrt(Abs(i - 0.00681232966524482))))
1519,0.8649049284986615,B0*s**2 ; B1 + i + 2*r,0.0402699837613881*s**2 ; i + 2*r + 0.197816589218131
1520,0.8649049283471836,B0*s**2 ; B1 - i**2 + r,0.0402718267646531*s**2 ; -i**2 + r + 24.4552399090916
1521,0.8649049283369574,B0*s**2 ; B1*i - 2*r,0.0402719225061397*s**2 ; 0.000555569012432877*i - 2*r
1522,0.8649049283300996,B0*s**2 ; B1 - i - 2*r,0.0402719855232738*s**2 ; -i - 2*r + 0.00409431936680854
1523,0.8649049280144409,B0*s**2 ; sqrt(Abs(i - sqrt(Abs(B1 + r)))),0.040261075451649*s**2 ; sqrt(Abs(i - sqrt(Abs(r + 0.00401570005833336))))
1524,0.8649049277315216,B0*s**2 ; sqrt(Abs(B1 + i + sqrt(Abs(i)))),0.0402595605514539*s**2 ; sqrt(Abs(i + sqrt(Abs(i)) + 0.000985925990467078))
1525,0.8649049237358202,B0*s**2 ; B1 + B2*r - i,0.0402871749338493*s**2 ; -i + 2.95167385906249*r + 0.0346741421173615
1526,0.8649049010611803,B0*s**2 ; i + r + Abs(r)**(1/4),0.0403142210436283*s**2 ; i + r + Abs(r)**(1/4)
1527,0.8648650218573787,B0 + B1*i + B2*s ; B3 - r,0.153032068719162*i + 0.200160889223472*s - 0.242668357662366 ; -r - 0.625763947382061
1528,0.8648523049267632,B0*s + B0*Abs(s)**(1/4) ; 2*r,0.0188139733501821*s + 0.0188139733501821*Abs(s)**(1/4) ; 2*r
1529,0.8648461699799117,B0*s + B0*Abs(s)**(1/4) ; r,0.0190467980368446*s + 0.0190467980368446*Abs(s)**(1/4) ; r
1530,0.8647952596693828,B1*sqrt(Abs(B0 + sqrt(Abs(s)))) ; i*r - i*sqrt(Abs(r)),0.0316698970371038*sqrt(Abs(sqrt(Abs(s)) - 0.226312344063178)) ; i*r - i*sqrt(Abs(r))
1531,0.8647943488455634,B0*i**2*s ; sqrt(Abs(i)),8.80576693087164e-5*i**2*s ; sqrt(Abs(i))
1532,0.8647390897663804,B0 + B1*i ; Abs(i)**(5/2),0.0209957788284672 - 0.06021162447891*i ; Abs(i)**(5/2)
1533,0.8646606679059703,B0*s + i*s + sqrt(2)*Abs(s)**(3/2) ; B1 - sqrt(Abs(r)),i*s - 1.36857068863776*s + sqrt(2)*Abs(s)**(3/2) ; 0.226412526949723 - sqrt(Abs(r))
1534,0.8646044609762058,B0*s**2 + B1*i*s ; B2 + 2*r,0.000844743027758088*i*s + 0.0204636292577939*s**2 ; 2*r - 2.68910897071701e-6
1535,0.8645991847398738,B0*i ; B1 + i + r,0.0074755945637798*i ; i + r - 0.201054280538407
1536,0.8642309980778128,B0*i + i*s ; B1*i + B1*r,i*s - 0.63346612567605*i ; 0.0242033326672878*i + 0.0242033326672878*r
1537,0.8641403749789061,B0*i*sqrt(Abs(s)) ; -r + sqrt(Abs(i)),-0.0175250066708905*i*sqrt(Abs(s)) ; -r + sqrt(Abs(i))
1538,0.8640178297655312,B1*sqrt(Abs(B0 + i**2)) ; sqrt(Abs(r)),0.0257687103978234*sqrt(Abs(i**2 - 1.12789629910879)) ; sqrt(Abs(r))
1539,0.8637597295153363,B0 + B1*i ; i - sqrt(Abs(B2*i - r)),0.0394466979294349*i - 0.0109721854463652 ; i - sqrt(Abs(0.0413020460980162*i - r))
1540,0.8637003493997273,B0 + B1*i ; B2 + r + sqrt(Abs(B3*i + B4)),0.000354933756660205*i + 0.0380028467903551 ; r + sqrt(Abs(2.06238552511849*i - 0.39541429216387)) - 0.587455310873898
1541,0.863643029809923,B0 + B1*i - i**2 ; Abs(r)**(1/4),-i**2 + 0.484406010525438*i - 0.00667973964454869 ; Abs(r)**(1/4)
1542,0.8636430185274739,B0 + B1*s + i*s ; r,i*s + 0.515706234218902*s - 0.522384024019036 ; r
1543,0.8636275227369393,B0*i**2 + i**2*s ; B1 + B2*i + B2*r,i**2*s + 0.0102300948982643*i**2 ; -0.0292993318647235*i - 0.0292993318647235*r + 0.0649451285585951
1544,0.8635808830580276,B0*s**2 + B1*s*sqrt(Abs(i)) ; B2 + B3*r,0.00522482022197803*s**2 + 0.013591904901222*s*sqrt(Abs(i)) ; 0.454130380130577*r - 0.114535070468391
1545,0.8634968109870755,B0 + B1*i ; B2 + i**2,0.0166172782827147 - 0.0671340508714511*i ; i**2 + 0.00652360735031526
1546,0.8634594066781773,B0*s + i ; B1*i + B2*i*Abs(r)**(1/4),i - 0.000838012961038047*s ; 0.53814728817313*i*Abs(r)**(1/4) + 0.573933973781082*i
1547,0.8633509467189558,B1*sqrt(Abs(B0 + i - s)) ; B2 + i,0.038209597135442*sqrt(Abs(i - s + 0.728743923075427)) ; i + 0.627451985611305
1548,0.8633419888164999,i ; B0*i + B1*i*Abs(r)**(1/4),i ; 0.48597370635989*i*Abs(r)**(1/4) + 0.621895006956268*i
1549,0.863260447518009,B0 + B1*i + B3*sqrt(Abs(B2 - i)) ; Abs(r)**(1/4),-2.07981201787002*i + 5.91999500809965*sqrt(Abs(i + 1.57414744594214)) - 7.42564844972785 ; Abs(r)**(1/4)
1550,0.8632500259088928,B0*i + B0*s**2 + B1*s ; i,-0.31656972649591*i - 0.31656972649591*s**2 + 0.321945812097461*s ; i
1551,0.8632244886385536,B0*s + B1*i*s**2 ; sqrt(Abs(B2*r + i*r - r**2)),-0.0290304869516409*i*s**2 + 2.63286935749415*s ; sqrt(Abs(i*r - r**2 + 0.00520670007797182*r))
1552,0.8632145581070884,B0*i*sqrt(Abs(s)) ; B1 + r - sqrt(Abs(i))*sqrt(Abs(r)),-0.000345347389725916*i*sqrt(Abs(s)) ; r - sqrt(Abs(i))*sqrt(Abs(r)) + 12.1796909205464
1553,0.8632030118692368,B0 + B1*i*s ; -r + sqrt(Abs(B2*i**2 + B3*i)),0.506430722558507*i*s - 0.000375205258947756 ; -r + sqrt(Abs(1.41752641091925*i**2 - 0.0277871264631318*i))
1554,0.8631806268181125,B0 + B1*i + B2*s ; B6*sqrt(Abs(B3 + B4*r + B5*i)),-0.00117590773878887*i + 0.137159962627533*s - 0.119267645877619 ; 0.406439328518225*sqrt(Abs(20.9503353644559*i + 2.06464148553195*r + 36.3748841743581))
1555,0.8631281126494513,B0*s**2 + B1*i*s ; B2*r + r**2 + r*sqrt(Abs(i)),0.244615658229335*i*s + 0.0046119007434908*s**2 ; r**2 + r*sqrt(Abs(i)) + 0.367351971506175*r
1556,0.8630904027039565,B0 + B1*s + B1*sqrt(Abs(i)) ; B2 + r,-0.00224227690743075*s - 0.00224227690743075*sqrt(Abs(i)) + 0.0310850553747339 ; r - 1.90712699510568e-9
1557,0.863085706331812,B0*i ; sqrt(Abs(i)),-7.80262385131355e-5*i ; sqrt(Abs(i))
1558,0.8630063550253626,B0*i*sqrt(Abs(s)) + B1*i*s ; B2*Abs(r)**(1/4),0.400362912624606*i*s - 0.10650461084533*i*sqrt(Abs(s)) ; 0.000127026817198747*Abs(r)**(1/4)
1559,0.8630063545240806,B0*i*sqrt(Abs(s)) + B1*i*s ; B2*r + 2*r**2,0.400409288545423*i*s - 0.106549044676427*i*sqrt(Abs(s)) ; 2*r**2 + 0.219135650422157*r
1560,0.8629769422821396,B0 + B1*s + B2*sqrt(Abs(i - s)) ; r,0.00828815853372068*s - 0.0969640922028232*sqrt(Abs(i - s)) + 0.103544162943497 ; r
1561,0.8629346214080106,B0*i ; B1 + B2*i**2 + B2*i*r,0.261988290737941*i ; 0.601915735949111*i**2 + 0.601915735949111*i*r - 0.00182483204179634
1562,0.8629325012748521,B0*Abs(i)**(1/4) ; B1*sqrt(Abs(i)),0.0360761816591257*Abs(i)**(1/4) ; 0.110179225278566*sqrt(Abs(i))
1563,0.8628412267446043,B0 + B1*i ; B2*i + 2*i*r,0.170228738485417*i + 0.00424259621177893 ; 2*i*r + 0.00164127429285604*i
1564,0.8628321631918232,B0*s + B0*Abs(s)**(3/2) ; r,0.0212058709698086*s + 0.0212058709698086*Abs(s)**(3/2) ; r
1565,0.8628301616524244,i*sqrt(Abs(B0 + 2*i - s)) ; B1*i,i*sqrt(Abs(-2*i + s + 1.08426256955827)) ; 1.2659938237834*i
1566,0.8627775794603982,B0 + B1*i ; B2 - i + r,0.0140504916038515 - 2.38016448742942e-5*i ; -i + r + 0.0216866462038845
1567,0.862770944679269,B0*s*sqrt(Abs(i)) + B1*i*s ; sqrt(Abs(i - r)),-0.000985617440113614*i*s + 0.00358111425581097*s*sqrt(Abs(i)) ; sqrt(Abs(i - r))
1568,0.8627461920111016,B0*sqrt(Abs(i)) + B1*s*sqrt(Abs(i)) ; r,0.101991019405745*s*sqrt(Abs(i)) + 0.0126184794581598*sqrt(Abs(i)) ; r
1569,0.8627461881776856,B0*sqrt(Abs(i)) + B1*Abs(i)**(3/2) ; 2*r**2 + Abs(r)**(3/2),-0.101996570593892*Abs(i)**(3/2) + 0.114613272303375*sqrt(Abs(i)) ; 2*r**2 + Abs(r)**(3/2)
1570,0.8627216331724098,B0*Abs(s)**(5/4) ; B1 + 2*r + sqrt(Abs(r)),0.0421258271702709*Abs(s)**(5/4) ; 2*r + sqrt(Abs(r)) + 0.000159854485713992
1571,0.8627214166474826,B0*Abs(s)**(5/4) ; i + 2*r + sqrt(Abs(r)),0.0422359851165056*Abs(s)**(5/4) ; i + 2*r + sqrt(Abs(r))
1572,0.8627052356735374,B0 + i**2 ; B1 + i,i**2 - 1.67239634958817 ; i + 0.803055497606404
1573,0.8626917336058427,B0*Abs(i)**(1/4) ; B1 + r,0.00382617582250774*Abs(i)**(1/4) ; r + 15.3297786405622
1574,0.8626914940278995,B0*sqrt(Abs(i)) ; B1 + i + r,0.00121025016706187*sqrt(Abs(i)) ; i + r + 49.5529976604432
1575,0.8626852137833604,B0*Abs(i)**(5/4) + B1*i*s ; r,0.304304225092518*i*s - 0.0317314959281472*Abs(i)**(5/4) ; r
1576,0.8626816918757639,B0*Abs(i)**(3/2) ; B1 - 2*i,1.20778869358844e-5*Abs(i)**(3/2) ; 78.8745874731794 - 2*i
1577,0.8626816855020214,B0*i ; B1 - i + r,-0.000120778877235445*i ; -i + r + 63.7524765476848
1578,0.8626816848785249,B0*Abs(i)**(3/2) ; B1 - i,1.20778860882288e-5*Abs(i)**(3/2) ; 96.4734898507754 - i
1579,0.8626816812829131,B0*i**2 ; B1 + r,1.20778851297786e-6*i**2 ; r + 107.711724053617
1580,0.8626816805241212,B0*i ; B1 + 2*r,-0.000120778865443756*i ; 2*r + 63.7336410397338
1581,0.8626816799440701,B0*Abs(i)**(3/2) ; B1 + r,1.20778854792325e-5*Abs(i)**(3/2) ; r + 96.4634727208574
1582,0.8626816575452285,B0*i**2 ; B1 - i,1.20778837472122e-6*i**2 ; -i - 107.624474387109
1583,0.8626816538374359,B0*i ; B1 + 2*i,-0.000120771701962489*i ; 2*i + 199.9669162086
1584,0.8626803675289756,B0*i ; B1 - i - r,0.000121045051284446*i ; -i - r - 61.3769794934403
1585,0.8626794221384501,B0*sqrt(Abs(i)) ; B1 + 2*r,0.0012097076328668*sqrt(Abs(i)) ; 2*r + 14.2757864230617
1586,0.862660161887647,B0 + B1*i ; B2 + i,0.00578571424311377 - 0.12767264371111*i ; i + 0.0615038290968048
1587,0.8626548708659478,B0 + i**2 ; B1 + B2*i,i**2 + 0.00437198565521066 ; 1.324453937571*i + 0.128562494943662
1588,0.8626542464085564,B0 + B1*s + B2*sqrt(Abs(i - s)) ; Abs(i)**(1/4)*sqrt(Abs(r)),0.0120709980989785*s - 0.0959101346007412*sqrt(Abs(i - s)) + 0.0979189737261717 ; Abs(i)**(1/4)*sqrt(Abs(r))
1589,0.8626519897940408,B0*i**2 ; sqrt(Abs(B1 + r)),1.21046964243464e-6*i**2 ; sqrt(Abs(r - 4252.58018243331))
1590,0.8626498285034906,B0*i**2 ; B1 + sqrt(Abs(r)),1.21045974165747e-6*i**2 ; sqrt(Abs(r)) + 58.5475355457386
1591,0.862641688070688,B0 + B1*i ; -i + sqrt(Abs(r)),2.34261745127874e-5*i + 0.0142159231311437 ; -i + sqrt(Abs(r))
1592,0.8626407932143549,B0*sqrt(Abs(i))*sqrt(Abs(s)) ; sqrt(Abs(i)),0.00386276669468407*sqrt(Abs(i))*sqrt(Abs(s)) ; sqrt(Abs(i))
1593,0.8626334004015117,B0*Abs(i)**(3/2) ; B1*r - i,1.20975654297177e-5*Abs(i)**(3/2) ; -i + 39.3748706704075*r
1594,0.8626141999797422,B0 + B1*i ; r + sqrt(Abs(i)),1.49643208574311e-5*i + 0.0134223685757567 ; r + sqrt(Abs(i))
1595,0.862613719349579,B0*sqrt(Abs(i)) ; B1*i + r,0.00116255329344078*sqrt(Abs(i)) ; -17007.9370428615*i + r
1596,0.862611912921002,B0 + B1*i ; -i + r,0.0132144275126001 - 1.28244275010237e-5*i ; -i + r
1597,0.8625989433722367,B0*sqrt(Abs(i)) ; i + Abs(i)**(1/4),0.0122239963167728*sqrt(Abs(i)) ; i + Abs(i)**(1/4)
1598,0.8625979612258222,B0 + i + s ; r,i + s - 0.987999999926708 ; r
1599,0.8625979612258221,B0 - i - s ; Abs(r)**(1/4),-i - s + 1.01200000000859 ; Abs(r)**(1/4)
1600,0.8625956857799197,B0*i ; B1*i**2,0.607305178347661*i ; 30.6746673602856*i**2
1601,0.8625868218733952,B0*Abs(i)**(1/4) ; i,0.0362170516093875*Abs(i)**(1/4) ; i
1602,0.8625678202257282,B1*sqrt(Abs(B0 + i - s)) ; B2 + B3*Abs(i)**(1/4) - r,0.0257501526383829*sqrt(Abs(-i + s + 0.0755187907797846)) ; -r + 0.49989161618952*Abs(i)**(1/4) + 0.729049040277536
